1.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00,5.845909999999999718e-01,4.300000000000000000e+01,2.970000000000000000e+02,8.687070000000000070e-01,3.460231300000000232e+01
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,8.062749999999999639e-01,4.000000000000000000e+01,7.700000000000000000e+01,6.935940000000000438e-01,9.973053999999999419e+00
1.000000000000000000e+00,1.280000000000000000e+02,3.000000000000000000e+00,1.149999999999999981e-02,7.000000000000000000e+00,3.120000000000000000e+02,6.249400000000000094e-02,3.382785000000000153e+00
1.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00,9.751600000000000545e-02,1.400000000000000000e+01,1.000000000000000000e+01,2.157550000000000023e-01,6.446099000000000245e+00
1.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00,6.110679999999999445e-01,1.400000000000000000e+01,1.490000000000000000e+02,6.392499999999999849e-01,1.466020299999999921e+01
1.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00,6.629070000000000240e-01,4.700000000000000000e+01,5.400000000000000000e+01,5.676339999999999719e-01,1.140603499999999926e+01
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,3.330910000000000259e-01,3.700000000000000000e+01,2.000000000000000000e+02,4.873279999999999834e-01,1.704407999999999923e+00
1.000000000000000000e+00,1.280000000000000000e+02,3.000000000000000000e+00,2.478579999999999950e-01,1.000000000000000000e+01,4.320000000000000000e+02,8.617540000000000200e-01,2.192076000000000136e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,5.314419999999999700e-01,4.500000000000000000e+01,1.090000000000000000e+02,3.454360000000000208e-01,1.478777000000000008e+00
1.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00,5.779549999999999965e-01,1.600000000000000000e+01,9.900000000000000000e+01,6.251120000000000010e-01,1.186920800000000042e+01
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,1.802439999999999876e-01,1.700000000000000000e+01,1.160000000000000000e+02,2.643650000000000166e-01,2.186221999999999888e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,7.216339999999999977e-01,4.900000000000000000e+01,4.290000000000000000e+02,3.963599999999999762e-02,3.144734999999999836e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,5.640420000000000433e-01,1.700000000000000000e+01,2.370000000000000000e+02,1.005909999999999999e-01,2.194723000000000201e+00
1.000000000000000000e+00,1.280000000000000000e+02,3.000000000000000000e+00,3.658759999999999790e-01,2.000000000000000000e+01,2.850000000000000000e+02,3.211470000000000158e-01,1.282580000000000053e+00
1.000000000000000000e+00,1.280000000000000000e+02,4.000000000000000000e+00,2.638019999999999810e-01,1.600000000000000000e+01,2.340000000000000000e+02,7.753619999999999957e-01,1.599679999999999991e+00
1.000000000000000000e+00,1.280000000000000000e+02,4.000000000000000000e+00,2.783780000000000143e-01,8.000000000000000000e+00,1.710000000000000000e+02,5.200899999999999967e-02,1.706796999999999898e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,8.623709999999999987e-01,2.800000000000000000e+01,6.300000000000000000e+01,3.064870000000000094e-01,1.157669000000000059e+00
1.000000000000000000e+00,1.280000000000000000e+02,3.000000000000000000e+00,3.560809999999999809e-01,1.600000000000000000e+01,4.590000000000000000e+02,4.286559999999999815e-01,2.410858000000000168e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,3.160330000000000084e-01,2.000000000000000000e+01,3.030000000000000000e+02,2.889869999999999939e-01,2.157284000000000201e+00
1.000000000000000000e+00,1.280000000000000000e+02,4.000000000000000000e+00,1.428409999999999958e-01,4.200000000000000000e+01,3.000000000000000000e+01,7.871080000000000298e-01,1.331763999999999948e+00
1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,1.736890000000000100e-01,7.000000000000000000e+00,1.800000000000000000e+02,2.352210000000000134e-01,2.225531000000000148e+00
