maxord,nonlin_conv_coef,max_conv_fails,solver,maxl,epslin,eta_cf,eta_max_fx,eta_min_fx,eta_max_gs,eta_min,eta_min_ef,runtime
3,0.017676,6,newton_pcg,220,0.519706,0.25935,19.411984,5.54111,12.976177,0.686229,0.062477,18.963907
5,0.479725,40,newton_pcg,113,0.503136,0.516887,11.788576,5.097284,0.039692,0.887986,0.107708,24.304097
4,0.619871,12,newton_pcg,488,0.276742,0.110999,8.635536,1.0183,8.633809,0.370266,0.072689,25.011645
3,0.634999,46,newton_gmres,247,0.863582,0.555199,4.545764,0.210079,18.086135,0.333232,0.649773,453.403372
4,0.52477,15,newton_pcg,40,0.507638,0.604476,19.534464,2.872567,2.701523,0.203491,0.486609,68.017448
1,0.177345,44,newton_gmres,442,0.459456,0.8972,1.564324,1.359935,18.904718,0.320682,0.130219,41.231024
5,0.047187,16,newton_gmres,319,0.014481,0.397474,5.015456,4.520094,8.889904,0.224361,0.652641,20.29482
2,0.596885,30,newton_pcg,409,0.218236,0.694506,15.78589,12.295165,6.673284,0.50713,0.348406,31.388155
3,0.138484,17,newton_gmres,358,0.525745,0.363808,19.623492,1.59447,0.861324,0.758968,0.126095,125.565728
2,0.394958,22,newton_gmres,11,0.166493,0.326992,16.330427,9.469906,18.03079,0.82428,0.195459,17.602489
1,0.368262,17,newton_gmres,291,0.695609,0.538893,19.354729,5.116245,18.842106,0.298124,0.580204,475.650091
4,0.615502,50,newton_pcg,61,0.446844,0.599115,17.247614,3.262141,13.144668,0.998215,0.595997,21.392968
3,0.786412,5,newton_gmres,447,0.094443,0.092908,19.093042,3.447715,6.334092,0.056665,0.167807,256.970345
3,0.588883,46,newton_gmres,440,0.683158,0.672527,13.016767,12.680918,9.887615,0.096155,0.036461,476.134905
3,0.699325,18,newton_gmres,476,0.513461,0.805749,15.709328,9.951755,12.135148,0.05485,0.788131,181.817527
3,0.268799,29,newton_pcg,17,0.842047,0.28838,14.982108,1.805913,11.317274,0.908479,0.332537,22.791033
4,0.767109,29,newton_pcg,200,0.100917,0.589492,5.865558,5.415402,14.736763,0.602615,0.162945,26.994335
4,0.799124,35,newton_pcg,467,0.333484,0.646869,16.195602,7.862248,10.379415,0.408452,0.096738,24.33979
3,0.192532,31,newton_pcg,351,0.028573,0.228085,17.563407,16.890135,9.857991,0.357337,0.767958,42.668754
2,0.330721,47,newton_pcg,258,0.344261,0.602754,14.629601,13.645611,15.75423,0.492598,0.756009,18.286948
2,0.820955,28,newton_gmres,378,0.468865,0.16383,10.42558,2.340221,5.978152,0.23002,0.548393,335.29687
4,0.6757,19,newton_gmres,374,0.766652,0.042327,19.281233,11.217973,10.359349,0.495385,0.624425,585.063996
3,0.212072,8,newton_gmres,368,0.222483,0.342644,18.590298,2.830864,15.931856,0.729442,0.082774,84.047128
4,0.677375,36,newton_pcg,322,0.793314,0.565944,17.493713,6.66896,9.784231,0.462264,0.221814,85.813453
2,0.595565,21,newton_pcg,44,0.072413,0.310812,19.72626,16.011899,7.028527,0.375006,0.44869,29.942478
4,0.127269,39,newton_gmres,246,0.36773,0.636205,6.413478,5.921603,11.130663,0.646544,0.64574,72.924254
3,0.056668,45,newton_pcg,450,0.808642,0.374881,19.646462,2.357056,11.174311,0.144766,0.358593,22.549518
5,0.65245,21,newton_pcg,117,0.79907,0.494126,18.71619,9.744441,11.046623,0.245773,0.276696,174.256432
2,0.150295,48,newton_gmres,232,0.165169,0.079194,8.727658,4.649653,18.535342,0.552634,0.091144,70.794766
3,0.631373,25,newton_gmres,353,0.344691,0.447061,9.661527,8.797531,3.862779,0.086443,0.030669,250.845604
2,0.899348,40,newton_gmres,195,0.89684,0.421334,13.603043,12.26706,4.347246,0.677176,0.830014,429.129414
4,0.134952,26,newton_gmres,95,0.008329,0.395501,11.929412,9.406789,11.627732,0.442058,0.857453,20.265328
5,0.391848,16,newton_pcg,254,0.505618,0.832921,17.926246,17.279083,15.965334,0.102654,0.618615,18.384354
3,0.433171,38,newton_gmres,339,0.201844,0.569007,10.61577,9.555475,8.231274,0.973775,0.434286,126.834591
1,0.576063,36,newton_pcg,369,0.11081,0.252233,17.952864,0.265391,6.449772,0.748194,0.259321,128.015526
5,0.784781,22,newton_pcg,217,0.317014,0.489001,14.308892,10.624297,2.971295,0.659496,0.621623,62.056276
2,0.244518,12,newton_pcg,477,0.705823,0.065806,18.440575,4.928924,17.401873,0.605873,0.799446,17.419477
2,0.58095,25,newton_gmres,243,0.119878,0.826367,12.219022,1.31778,7.539982,0.676788,0.314968,84.328769
1,0.084743,28,newton_pcg,35,0.452785,0.732302,15.916279,5.727838,16.367141,0.69729,0.673167,128.449304
5,0.704639,24,newton_gmres,415,0.291152,0.890159,13.340732,7.304769,15.256733,0.941587,0.751577,117.809663
4,0.351931,28,newton_gmres,373,0.838282,0.294862,16.801167,12.784357,13.388794,0.952767,0.845375,112.515591
2,0.890123,38,newton_pcg,499,0.462151,0.769135,16.927459,7.529126,18.990121,0.294651,0.886063,67.952221
2,0.769791,6,newton_gmres,33,0.566867,0.201153,17.674093,4.815319,4.74182,0.049866,0.399771,105.879282
2,0.501092,11,newton_gmres,160,0.572474,0.778737,18.803517,0.625892,11.717918,0.337404,0.323811,121.656279
4,0.230636,34,newton_pcg,329,0.880246,0.591591,13.404406,12.733716,10.577117,0.3055,0.218987,23.456494
5,0.31511,20,newton_pcg,204,0.773532,0.660802,10.065745,7.190186,0.43517,0.243434,0.305156,23.018814
3,0.624557,45,newton_pcg,144,0.655033,0.7773,17.399564,7.728583,17.336864,0.575434,0.778552,68.890114
5,0.203175,25,newton_gmres,202,0.722662,0.262403,17.841548,1.489098,16.601594,0.730288,0.597681,38.555121
2,0.659675,48,newton_gmres,411,0.751841,0.380671,7.874151,3.827229,6.510316,0.643775,0.660025,785.449355
1,0.27969,9,newton_gmres,480,0.493301,0.716768,5.511227,4.850759,4.121295,0.136321,0.199336,1048.068581
5,0.76526,39,newton_pcg,119,0.77109,0.408572,17.317748,16.824423,6.80776,0.995,0.421246,143.119101
3,0.776028,43,newton_pcg,224,0.063809,0.406384,4.406888,3.017455,7.849926,0.842075,0.377079,7.758971
1,0.195544,41,newton_gmres,257,0.197503,0.711335,15.262548,4.686221,6.109997,0.482849,0.703357,401.813627
3,0.128923,9,newton_gmres,381,0.691756,0.404647,19.461572,15.623151,0.15733,0.498324,0.804675,138.376454
1,0.881745,46,newton_gmres,260,0.758099,0.148814,10.525452,2.914058,1.996295,0.126256,0.609165,388.888767
4,0.189033,47,newton_pcg,318,0.205738,0.85959,10.802668,2.472316,19.742741,0.089848,0.169231,22.741338
4,0.819592,37,newton_gmres,423,0.032515,0.532028,10.081462,2.736964,18.635137,0.182971,0.706329,155.074165
2,0.014813,40,newton_gmres,469,0.189282,0.273976,10.993222,9.92214,4.275438,0.514228,0.508041,32.646623
4,0.285854,24,newton_pcg,471,0.85779,0.723177,4.678748,2.24741,9.551741,0.581944,0.558296,41.377643
2,0.322324,4,newton_gmres,300,0.733691,0.028029,9.07207,6.286853,15.166208,0.836517,0.003913,97.742251
4,0.831866,43,newton_pcg,105,0.175507,0.765335,19.831919,18.141938,15.547341,0.207722,0.551202,18.449775
1,0.602179,6,newton_gmres,110,0.390557,0.745991,15.970802,8.977546,12.248736,0.824828,0.391491,178.40814
3,0.360054,7,newton_pcg,487,0.227897,0.439316,6.538215,5.886336,18.305824,0.141167,0.267473,30.808665
1,0.221367,9,newton_gmres,364,0.54456,0.035576,18.752521,2.058913,7.801221,0.340301,0.611281,683.816447
4,0.876,49,newton_pcg,124,0.235443,0.443414,12.27789,7.453286,13.797977,0.560617,0.201408,20.003466
4,0.005611,25,newton_pcg,426,0.183234,0.634398,17.196289,12.896745,7.675141,0.701252,0.722528,14.904813
3,0.452469,7,newton_gmres,214,0.845447,0.761429,14.54666,1.708389,0.569473,0.570766,0.026448,157.367766
1,0.254121,3,newton_gmres,151,0.72071,0.822422,15.538957,13.266539,12.027446,0.979158,0.682289,217.296726
2,0.327057,27,newton_pcg,208,0.530989,0.018808,16.585307,10.273206,19.892498,0.257828,0.353211,17.582654
4,0.561002,32,newton_pcg,364,0.870375,0.612367,19.043007,1.683019,19.623556,0.48026,0.04979,103.707108
5,0.364586,13,newton_gmres,210,0.527861,0.580784,10.692657,7.07083,9.647133,0.856984,0.511256,58.821049
4,0.053835,34,newton_pcg,190,0.463865,0.305849,13.817653,6.764539,19.704654,0.757591,0.708664,33.345274
4,0.612382,8,newton_pcg,98,0.852355,0.60775,11.129355,3.117605,3.666612,0.186477,0.613537,77.488146
4,0.866196,27,newton_pcg,156,0.627005,0.808256,16.957865,11.757006,12.577979,0.930625,0.273943,145.001543
4,0.183961,4,newton_gmres,102,0.290121,0.482738,16.436234,1.116504,19.024786,0.3514,0.604597,21.735311
4,0.239883,44,newton_pcg,5,0.102867,0.46295,8.938781,0.661776,15.430292,0.170492,0.044004,44.062358
1,0.606324,7,newton_pcg,452,0.587847,0.631329,11.687874,4.448387,14.164952,0.816787,0.555247,129.215537
5,0.257573,19,newton_gmres,403,0.237834,0.627514,18.094891,4.163671,14.290001,0.278067,0.40609,99.971221
2,0.542767,38,newton_gmres,382,0.143767,0.348683,13.232424,0.764362,17.580605,0.912557,0.327523,103.962829
3,0.299252,16,newton_pcg,203,0.319861,0.297042,15.479788,15.431282,1.035777,0.89319,0.519634,122.387997
4,0.471626,3,newton_pcg,375,0.004656,0.122857,18.912153,8.743739,5.749889,0.87354,0.346767,46.199707
2,0.472698,21,newton_gmres,408,0.549452,0.256042,5.668373,1.978849,14.371688,0.130343,0.017676,212.098445
4,0.885157,29,newton_gmres,145,0.311914,0.757274,19.953324,17.864025,18.662009,0.664606,0.725515,29.371697
1,0.795948,11,newton_pcg,276,0.126641,0.880305,16.143605,5.800585,2.24985,0.178498,0.695355,127.770399
3,0.264651,15,newton_gmres,441,0.522947,0.009233,12.733293,5.035178,12.818904,0.281774,0.718997,135.688505
2,0.731796,43,newton_gmres,241,0.283673,0.160468,12.436877,3.601843,4.406282,0.808748,0.468955,136.713386
4,0.386248,23,newton_pcg,46,0.240934,0.756085,19.870926,11.090207,1.375313,0.385298,0.820988,65.918803
3,0.434519,12,newton_gmres,454,0.67137,0.054393,12.592671,2.179021,9.977812,0.414298,0.569767,199.678577
4,0.395834,31,newton_gmres,17,0.181904,0.243829,14.386015,1.879441,6.1008,0.947643,0.38373,35.69598
3,0.038063,4,newton_pcg,474,0.257502,0.87109,15.833109,12.182811,10.958866,0.865275,0.775003,39.535579
5,0.794669,35,newton_gmres,106,0.660431,0.137095,13.331898,12.359686,5.426454,0.528506,0.09378,139.864087
2,0.1232,33,newton_pcg,91,0.280156,0.644308,7.43467,5.613255,7.299658,0.709747,0.206893,30.504033
4,0.214098,8,newton_pcg,174,0.086552,0.324412,8.931158,6.064371,11.427243,0.875548,0.113116,12.018754
4,0.428961,32,newton_gmres,345,0.361087,0.232271,13.544917,0.891383,19.932143,0.707786,0.635334,726.939772
3,0.063629,7,newton_gmres,55,0.308807,0.851125,9.619725,1.160859,1.583945,0.92011,0.375031,58.513914
4,0.140903,33,newton_gmres,262,0.859563,0.384425,3.235322,2.688243,2.817146,0.064301,0.414667,6.747847
1,0.49861,37,newton_gmres,181,0.820651,0.684209,14.133035,1.502475,3.319328,0.82043,0.734251,252.556051
2,0.743961,4,newton_pcg,141,0.637423,0.29293,17.592269,5.36748,13.22797,0.850191,0.862064,115.950138
3,0.696193,31,newton_pcg,331,0.048393,0.057969,6.873208,3.186153,11.801032,0.137575,0.187019,22.100993
2,0.840998,14,newton_pcg,326,0.117143,0.80418,10.275409,3.300623,12.671691,0.241335,0.262839,21.465522
2,0.553482,10,newton_pcg,313,0.496151,0.279035,9.838057,3.696806,18.258094,0.233943,0.064886,22.799129
1,0.261653,28,newton_pcg,426,0.271715,0.894494,18.984591,14.148499,4.149187,0.17232,0.534274,127.95573
3,0.341996,20,newton_gmres,158,0.170162,0.119943,18.550285,15.493408,3.020144,0.715459,0.586672,111.425167
4,0.44854,11,newton_gmres,176,0.029755,0.156578,18.164961,0.355196,9.443311,0.398187,0.110413,47.61915
3,0.316279,17,newton_gmres,112,0.225647,0.022828,18.240372,9.818676,1.679602,0.5849,0.191489,139.86845
3,0.845575,38,newton_pcg,490,0.079034,0.249695,16.82078,15.172934,2.169647,0.59944,0.240213,74.63046
3,0.033163,19,newton_pcg,193,0.353203,0.875865,10.405364,3.50668,1.789658,0.741279,0.338391,37.67251
1,0.807913,29,newton_pcg,74,0.755581,0.418164,19.156755,6.344346,0.649701,0.545173,0.875203,127.596176
1,0.439212,19,newton_gmres,370,0.035619,0.413938,11.628268,0.52791,3.12307,0.763839,0.302049,690.639832
3,0.571495,24,newton_gmres,63,0.64863,0.265188,8.103988,3.902644,5.341211,0.221286,0.674131,53.143996
4,0.761521,5,newton_gmres,50,0.245093,0.535885,15.191321,3.396096,14.774101,0.79169,0.870838,20.928969
3,0.847092,6,newton_pcg,393,0.883206,0.27481,13.909866,13.58255,14.08052,0.573395,0.74328,250.64153
3,0.801126,41,newton_pcg,391,0.025304,0.434018,17.037821,0.041223,17.833469,0.978018,0.894435,14.894537
5,0.647829,25,newton_pcg,315,0.383172,0.377551,14.442721,10.791702,10.236732,0.252098,0.438581,24.447752
3,0.007432,46,newton_gmres,289,0.016859,0.208758,18.306552,6.484457,13.553088,0.375915,0.669621,30.683431
4,0.690604,26,newton_gmres,14,0.665578,0.368087,12.396039,7.909352,1.474936,0.965009,0.803974,112.73457
2,0.853221,5,newton_pcg,132,0.045017,0.015446,10.710756,10.439161,19.822679,0.108775,0.537215,31.249685
3,0.8139,15,newton_gmres,154,0.375461,0.841649,7.757702,4.203277,15.638195,0.636016,0.223912,47.188955
2,0.044338,26,newton_pcg,349,0.726489,0.749154,15.375329,9.0513,0.608071,0.490605,0.365557,22.859087
2,0.713908,42,newton_gmres,174,0.331391,0.417901,6.080664,0.953203,17.475936,0.160051,0.143161,79.667597
2,0.05792,20,newton_gmres,462,0.176086,0.814128,13.893761,8.538477,10.89106,0.083626,0.210905,167.625881
1,0.813487,43,newton_gmres,252,0.08149,0.700417,11.521727,4.556166,5.659082,0.611168,0.409452,396.28261
2,0.271758,17,newton_gmres,24,0.198543,0.333652,12.153992,1.987556,3.155776,0.32357,0.488431,61.687411
3,0.621569,21,newton_pcg,367,0.104742,0.177101,7.680196,4.877837,4.905058,0.607033,0.01217,39.946284
4,0.402297,9,newton_gmres,108,0.394072,0.862789,15.742248,6.81248,15.946836,0.663895,0.649107,24.546752
2,0.431953,45,newton_gmres,401,0.194817,0.12822,7.576436,4.400364,3.787217,0.633625,0.030504,331.938318
5,0.436086,42,newton_pcg,350,0.262841,0.020225,17.392378,2.422554,17.29552,0.146313,0.51734,17.383403
2,0.264307,34,newton_pcg,145,0.816164,0.224661,7.194446,6.452192,9.204306,0.551692,0.453086,28.307773
2,0.482874,41,newton_gmres,442,0.352784,0.088721,9.328695,7.064221,13.524856,0.617545,0.595205,183.09516
4,0.823819,45,newton_gmres,356,0.241526,0.566939,16.033535,3.897017,12.070826,0.35207,0.751391,107.797605
2,0.295627,13,newton_pcg,163,0.32477,0.591034,12.893757,10.796488,19.744278,0.794757,0.275411,18.866813
2,0.180359,17,newton_gmres,81,0.251164,0.645568,18.772434,17.975525,4.657788,0.53586,0.416583,52.623367
3,0.468125,49,newton_gmres,224,0.146324,0.051326,18.464734,13.252821,8.378181,0.400106,0.217199,69.95364
3,0.026298,40,newton_pcg,382,0.447525,0.034943,2.102643,0.251908,15.332357,0.745271,0.21062,2.817582
4,0.58827,6,newton_pcg,58,0.59863,0.61879,8.810859,2.357913,19.810053,0.337542,0.068384,25.389479
2,0.366381,12,newton_gmres,199,0.711583,0.199712,10.944269,5.727162,7.159508,0.556883,0.027853,66.267161
2,0.764709,11,newton_gmres,127,0.025413,0.6726,10.795089,1.554207,4.854915,0.188162,0.042208,61.536289
4,0.004955,12,newton_gmres,389,0.761869,0.300776,10.368832,2.881639,19.028555,0.139547,0.407789,28.22655
5,0.121489,14,newton_gmres,475,0.470723,0.734935,3.424479,2.59609,15.578506,0.50369,0.610374,13.082327
5,0.874829,4,newton_gmres,337,0.576152,0.749301,11.251423,7.196768,2.191345,0.566181,0.113935,606.020125
2,0.071329,42,newton_pcg,82,0.655195,0.362332,18.831683,4.386705,19.894036,0.64883,0.572247,44.151771
3,0.375336,23,newton_gmres,467,0.395977,0.660822,12.490419,9.860184,7.950082,0.343163,0.663649,227.753462
4,0.10946,23,newton_gmres,255,0.294819,0.304105,16.688348,13.451564,15.775568,0.511522,0.248603,53.628192
4,0.442907,5,newton_pcg,105,0.229094,0.775812,16.923824,7.783854,4.233241,0.417557,0.332868,45.995729
2,0.648984,46,newton_gmres,422,0.077069,0.101988,19.303849,10.6519,0.273154,0.238069,0.172682,159.927497
3,0.039984,20,newton_gmres,384,0.624264,0.522866,11.319003,9.387733,2.977028,0.822129,0.352042,370.9465
4,0.169233,35,newton_pcg,317,0.285863,0.267698,9.105601,0.066373,6.155083,0.50778,0.54563,32.732063
1,0.141391,45,newton_gmres,8,0.859238,0.163813,15.792838,7.504851,7.593829,0.023667,0.754856,141.383896
3,0.864809,14,newton_gmres,67,0.490754,0.455105,18.090633,9.710195,5.62891,0.018332,0.257093,112.57323
4,0.758709,22,newton_gmres,68,0.781976,0.40165,18.983453,13.383988,10.439275,0.989579,0.756396,179.36856
3,0.688041,41,newton_pcg,223,0.679084,0.307887,9.396354,7.727236,18.404038,0.15205,0.228204,105.717618
3,0.487547,3,newton_pcg,114,0.245743,0.837408,3.564421,2.308927,11.031627,0.903327,0.016616,5.993159
2,0.850254,8,newton_gmres,41,0.58217,0.440262,9.608639,8.596808,3.97708,0.9325,0.860501,94.968257
3,0.335338,16,newton_pcg,292,0.817674,0.326009,18.067096,10.532353,4.716103,0.240668,0.254434,56.015667
3,0.438556,19,newton_gmres,123,0.07373,0.491516,14.862751,4.963328,6.876435,0.014841,0.824754,45.745432
2,0.249917,13,newton_pcg,235,0.728497,0.259523,17.711277,12.50581,3.245263,0.173202,0.413323,57.766879
3,0.717977,39,newton_pcg,376,0.517782,0.202321,9.0395,8.658797,19.382996,0.462038,0.295233,40.661589
2,0.187343,48,newton_pcg,474,0.49162,0.759279,15.672871,14.671251,13.550884,0.278092,0.420046,18.533831
3,0.867188,13,newton_pcg,158,0.479951,0.851562,17.624194,8.400741,8.58929,0.434682,0.51411,70.853387
2,0.75479,10,newton_pcg,184,0.834474,0.217178,15.021782,1.124074,11.989368,0.249979,0.144397,159.650923
2,0.268964,11,newton_gmres,130,0.51018,0.186027,9.451556,1.135766,0.386506,0.435182,0.034275,35.068512
3,0.695034,16,newton_pcg,42,0.390106,0.392481,15.488862,2.814559,18.189096,0.689908,0.708071,19.439229
3,0.704804,43,newton_gmres,481,0.065474,0.23938,16.253289,7.373332,14.446971,0.540713,0.878522,137.255216
2,0.637785,47,newton_gmres,56,0.823141,0.058174,18.703405,11.06206,0.502738,0.782373,0.771982,176.812274
2,0.390277,38,newton_pcg,214,0.773306,0.541744,7.883843,3.430754,12.009293,0.486535,0.398895,26.653653
4,0.164327,40,newton_gmres,365,0.591864,0.127392,18.575941,3.736687,13.02843,0.360912,0.388634,103.617041
2,0.057111,20,newton_gmres,272,0.043136,0.192672,19.085373,8.975855,0.720123,0.126299,0.560972,64.085202
2,0.23467,37,newton_pcg,135,0.416296,0.357878,17.09053,1.009953,15.269849,0.167867,0.13601,18.487691
5,0.535049,37,newton_gmres,196,0.554144,0.255744,13.897625,13.680539,11.733236,0.743623,0.655333,49.749777
2,0.72871,27,newton_pcg,306,0.484215,0.721055,9.746267,6.268316,4.453316,0.758566,0.609482,43.603298
5,0.43046,47,newton_pcg,46,0.798254,0.558527,14.582902,2.690202,18.634234,0.799571,0.668835,20.174161
2,0.521838,4,newton_gmres,321,0.477878,0.035447,9.924595,6.719546,14.744233,0.627775,0.810351,101.948751
2,0.008035,14,newton_pcg,315,0.405475,0.223165,17.13827,16.661029,17.675193,0.572457,0.324196,42.961632
4,0.258103,18,newton_gmres,176,0.253884,0.841083,5.481509,2.504588,7.9076,0.77819,0.237387,71.789113
3,0.804223,48,newton_pcg,275,0.170907,0.802016,16.489962,10.634366,12.814628,0.058995,0.132146,20.629157
2,0.571362,44,newton_pcg,450,0.746729,0.884365,15.992107,1.63286,8.973015,0.592626,0.485465,105.120058
3,0.774869,47,newton_gmres,408,0.100378,0.745571,5.947927,5.407937,3.679384,0.207159,0.600383,248.702739
4,0.348302,4,newton_pcg,360,0.072863,0.296593,6.620891,0.580507,12.853251,0.843721,0.070326,7.484071
2,0.598093,33,newton_gmres,340,0.454807,0.819857,16.364781,9.990776,8.759116,0.096425,0.503021,131.351861
3,0.705619,20,newton_pcg,240,0.300941,0.775317,8.717307,8.135829,13.36519,0.139982,0.702599,24.788721
5,0.240879,41,newton_gmres,488,0.335293,0.370342,19.904277,12.308982,10.72957,0.674293,0.652356,199.718223
3,0.068973,10,newton_pcg,147,0.584739,0.161636,12.281196,10.981903,2.507981,0.466124,0.561759,40.844769
5,0.046557,13,newton_gmres,25,0.18044,0.8975,19.445645,16.452373,4.121773,0.155018,0.180213,43.893517
4,0.18274,18,newton_pcg,142,0.643355,0.237209,12.776295,12.191326,16.161956,0.71017,0.312282,19.587549
2,0.254793,35,newton_gmres,18,0.749909,0.280615,19.620755,7.932354,15.175035,0.532782,0.522905,20.317546
1,0.834415,32,newton_gmres,325,0.33134,0.435452,18.582488,2.027106,19.301341,0.050261,0.763804,547.198746
1,0.839322,10,newton_pcg,171,0.051613,0.690673,16.766453,9.566931,17.214033,0.660442,0.761144,36.135657
2,0.817097,39,newton_pcg,361,0.63129,0.369025,15.837533,15.77145,16.605056,0.79232,0.732889,150.915238
3,0.731429,19,newton_gmres,299,0.49689,0.414123,11.099159,3.956105,3.39355,0.939084,0.823232,210.650075
4,0.779501,49,newton_pcg,391,0.716303,0.537687,12.381813,10.021695,4.781611,0.748072,0.546932,174.23437
3,0.10449,50,newton_gmres,409,0.081844,0.299865,13.44899,0.114093,17.101879,0.856266,0.622047,113.879183
1,0.149631,27,newton_pcg,212,0.870439,0.502917,13.109546,6.12909,2.708398,0.098037,0.826974,148.537075
4,0.307063,24,newton_gmres,335,0.147209,0.764986,19.282746,0.988713,9.02076,0.406404,0.469279,118.75205
2,0.451158,43,newton_gmres,156,0.720772,0.569467,14.323499,13.584334,15.087058,0.17043,0.481168,34.977206
3,0.811345,27,newton_pcg,63,0.796121,0.23531,9.837715,1.805489,16.921249,0.519644,0.872502,161.645201
1,0.643618,37,newton_pcg,265,0.258242,0.214922,18.351515,7.995594,17.055059,0.818345,0.364561,127.397629
1,0.662233,24,newton_gmres,323,0.884288,0.604852,14.033894,3.13795,0.320675,0.657024,0.623805,550.709972
1,0.878658,26,newton_gmres,95,0.433112,0.382987,17.207737,10.327214,6.458685,0.178569,0.178461,161.011886
2,0.41013,16,newton_gmres,310,0.466624,0.861343,17.88603,6.754354,5.868861,0.411648,0.720393,160.061168
2,0.600832,41,newton_pcg,433,0.565941,0.558152,14.422542,6.500151,16.753206,0.621507,0.400312,19.885263
4,0.727452,29,newton_gmres,119,0.141771,0.387903,17.498096,4.200973,1.601254,0.224034,0.167791,143.516806
2,0.368693,26,newton_pcg,202,0.375945,0.753584,16.526023,2.713855,0.895836,0.935344,0.046891,23.833469
1,0.328994,28,newton_pcg,209,0.805632,0.895237,16.974094,5.550141,11.104791,0.427099,0.261489,129.372513
4,0.75009,34,newton_pcg,64,0.881581,0.810938,13.480583,11.697029,8.919044,0.836456,0.727057,193.098154
4,0.710191,6,newton_pcg,193,0.500823,0.043379,16.866606,5.477936,10.573798,0.470517,0.080265,39.177152
3,0.49257,19,newton_gmres,233,0.731867,0.393574,6.676733,4.618254,18.353776,0.346183,0.337499,87.972184
3,0.495399,23,newton_pcg,13,0.028719,0.1151,17.768116,8.456896,17.30884,0.994111,0.343586,42.882052
2,0.509676,38,newton_pcg,247,0.534027,0.062554,19.828273,13.736483,11.833006,0.303232,0.797753,23.152822
3,0.759901,31,newton_gmres,187,0.525861,0.046104,10.17593,0.76129,2.879986,0.454176,0.249125,100000000.0
2,0.489596,12,newton_gmres,263,0.014219,0.046294,17.858596,9.693893,4.507925,0.226351,0.082238,153.503503
3,0.33007,50,newton_pcg,492,0.682302,0.281044,2.916331,2.73325,3.700034,0.726915,0.744733,4.961468
2,0.74056,13,newton_pcg,294,0.068094,0.071907,11.203585,0.296842,2.396478,0.203909,0.658862,40.768092
3,0.199961,7,newton_gmres,413,0.539764,0.258974,18.616018,6.071153,15.003062,0.440173,0.417216,110.891219
4,0.238693,29,newton_gmres,212,0.320186,0.366497,14.026177,8.19463,13.140824,0.65131,0.723464,44.870069
2,0.339182,21,newton_gmres,101,0.057828,0.556195,17.269382,3.791465,11.39363,0.231233,0.244281,28.189508
5,0.889542,37,newton_pcg,278,0.437815,0.486591,11.759362,4.695338,6.582219,0.149239,0.84952,43.153017
4,0.57283,20,newton_pcg,86,0.252799,0.812362,14.984567,9.603392,14.782003,0.505595,0.645249,18.7015
5,0.54515,10,newton_pcg,259,0.19947,0.856024,15.896572,10.676619,15.930509,0.526496,0.276887,17.715764
3,0.203636,16,newton_pcg,463,0.454644,0.740115,18.996838,6.58343,8.029515,0.3821,0.511034,28.695695
5,0.166763,24,newton_pcg,163,0.371662,0.529378,19.595717,8.900044,12.183387,0.761365,0.809179,21.123422
2,0.463413,15,newton_pcg,382,0.270549,0.102109,16.099287,15.541296,2.19245,0.179761,0.106729,73.243202
1,0.562884,18,newton_pcg,248,0.785496,0.219948,16.469002,3.5807,16.634711,0.284445,0.047237,127.70418
3,0.076404,38,newton_gmres,183,0.651046,0.759657,10.159259,7.28834,4.892968,0.945967,0.370928,84.487175
2,0.029709,23,newton_pcg,218,0.203516,0.424832,13.184044,1.228731,4.150385,0.92102,0.535102,38.601702
4,0.262536,27,newton_pcg,316,0.513488,0.060755,5.925769,2.165975,17.165162,0.935062,0.255922,30.58784
1,0.291974,19,newton_gmres,375,0.772379,0.242552,17.554766,5.142546,14.014457,0.552923,0.777932,720.113448
3,0.80234,44,newton_gmres,77,0.864411,0.339542,14.380578,7.681142,9.679197,0.711302,0.877636,205.588799
2,0.127861,40,newton_gmres,156,0.48592,0.211035,19.692855,5.658327,18.791318,0.46059,0.384508,24.986832
1,0.7195,42,newton_gmres,313,0.588377,0.719757,9.755713,7.781593,13.519101,0.666713,0.085956,541.221115
4,0.703252,35,newton_gmres,447,0.34273,0.587981,10.559479,2.487435,10.116034,0.037085,0.680457,174.913123
2,0.765139,32,newton_gmres,115,0.526349,0.197103,16.855503,5.551899,7.474564,0.373105,0.469475,107.140413
4,0.059962,7,newton_pcg,300,0.135743,0.715454,10.759354,0.866666,7.245897,0.893833,0.575954,34.328211
5,0.614822,28,newton_pcg,150,0.021237,0.026197,4.278215,1.64549,0.507513,0.605223,0.591711,4.053625
4,0.477211,43,newton_gmres,66,0.684707,0.089585,6.977481,0.49756,2.845123,0.777083,0.182643,80.695404
4,0.402613,48,newton_pcg,404,0.390999,0.663298,13.392848,6.975774,10.720033,0.967389,0.220348,22.820312
4,0.445278,39,newton_gmres,44,0.363712,0.451455,3.870022,3.031761,17.988638,0.079821,0.532242,6.39878
4,0.770039,3,newton_pcg,390,0.840311,0.897419,7.055419,4.418019,8.486643,0.090385,0.143932,245.303349
5,0.679671,9,newton_gmres,8,0.544771,0.054474,6.079636,2.124276,14.908206,0.942634,0.616759,35.700741
5,0.262861,43,newton_gmres,475,0.7875,0.843401,9.380354,9.134743,6.469142,0.474609,0.179145,278.720589
