maxord,nonlin_conv_coef,max_conv_fails,solver,maxl,epslin,eta_cf,eta_max_fx,eta_min_fx,eta_max_gs,eta_min,eta_min_ef,runtime
4,0.753803,36,newton_gmres,228,0.517764,0.764524,9.113594,0.412375,1.239213,0.867446,0.265058,322.206046
1,0.465375,13,newton_pcg,191,0.34485,0.183323,8.492764,2.859496,19.905388,0.790292,0.568999,127.560437
2,0.573002,5,newton_gmres,361,0.656745,0.423417,13.331664,8.849672,12.75845,0.771343,0.757078,110.854461
3,0.891699,32,newton_gmres,153,0.122735,0.237094,14.082436,7.748106,1.069112,0.67949,0.615564,235.097166
2,0.443423,7,newton_gmres,68,0.853614,0.004295,19.301059,9.279693,0.589659,0.753928,0.875707,34.156918
2,0.15934,18,newton_gmres,81,0.377833,0.891324,17.633137,4.007653,15.986169,0.830404,0.192132,19.952287
3,0.774775,11,newton_gmres,100,0.632847,0.539459,12.526143,5.569525,15.443251,0.632686,0.502357,177.300169
3,0.391755,18,newton_gmres,23,0.80293,0.281904,18.253795,8.284143,18.33914,0.634682,0.350019,20.812321
4,0.502945,39,newton_gmres,387,0.709954,0.439477,7.49601,1.311972,13.207326,0.597646,0.796837,169.883436
3,0.430217,37,newton_gmres,58,0.157078,0.706226,15.84703,11.906708,8.853608,0.247188,0.101468,28.85908
4,0.375702,8,newton_pcg,214,0.424117,0.123068,16.31718,3.609754,9.057487,0.331381,0.060573,25.548031
3,0.868852,40,newton_pcg,124,0.83757,0.813945,13.470145,10.74384,10.338603,0.55294,0.215251,196.956874
2,0.849122,10,newton_gmres,256,0.89239,0.322242,15.084675,3.227559,10.598489,0.097415,0.217986,537.570991
5,0.175315,44,newton_gmres,238,0.068108,0.347853,17.994584,10.248812,11.362599,0.107281,0.895599,57.525741
4,0.732235,34,newton_pcg,403,0.003281,0.606641,9.866851,5.926409,12.347022,0.68966,0.541061,6.481935
1,0.404218,30,newton_pcg,437,0.823174,0.261131,19.660981,16.123911,18.910298,0.069705,0.68619,130.536907
5,0.640113,48,newton_pcg,324,0.173604,0.86688,10.78492,5.435241,14.085879,0.057538,0.845695,21.451405
4,0.473057,50,newton_pcg,350,0.874487,0.2312,3.78689,0.895361,9.801407,0.228827,0.63838,273.828138
4,0.70246,15,newton_gmres,146,0.771439,0.823395,14.594319,10.638861,14.637709,0.981606,0.33746,222.352626
2,0.692765,22,newton_gmres,183,0.503229,0.74035,10.071069,7.821324,11.604048,0.168487,0.437706,47.127363
3,0.611915,6,newton_pcg,289,0.586843,0.666026,18.541192,4.811201,18.738338,0.126514,0.781363,23.540961
2,0.332441,41,newton_gmres,491,0.670181,0.085165,15.246976,11.850901,13.733966,0.533493,0.126906,162.84256
2,0.199542,28,newton_gmres,95,0.217927,0.384645,2.482948,0.334838,12.103722,0.65839,0.410417,10.08781
2,0.114331,20,newton_gmres,116,0.752238,0.584546,17.387288,6.785259,4.998983,0.894346,0.371382,65.084316
4,0.39736,38,newton_pcg,234,0.671183,0.561323,15.759207,9.809745,5.216568,0.362517,0.565294,42.152338
3,0.577358,37,newton_pcg,192,0.491185,0.556584,11.759209,9.640721,1.218568,0.408928,0.588095,118.026219
4,0.512933,37,newton_pcg,192,0.504296,0.50241,11.389611,4.717529,5.033136,0.598936,0.302505,40.040735
4,0.566146,35,newton_pcg,291,0.551193,0.682408,11.207605,8.717527,2.281647,0.445076,0.460742,73.67619
4,0.57356,35,newton_pcg,208,0.546805,0.594254,11.360783,9.729978,1.772488,0.501209,0.410644,86.952894
4,0.497543,36,newton_pcg,288,0.488669,0.498316,9.600698,5.895066,2.532981,0.473496,0.369807,46.615657
3,0.728594,34,newton_pcg,265,0.510331,0.641997,5.977352,5.895066,2.620919,0.45843,0.482608,32.25135
4,0.526285,41,newton_pcg,347,0.503249,0.452961,10.301459,10.160493,2.041542,0.616376,0.45143,55.550253
4,0.58743,32,newton_pcg,248,0.498654,0.632959,13.499054,8.964524,2.283823,0.581291,0.354067,73.200581
3,0.554063,27,newton_pcg,93,0.507136,0.48036,8.09817,7.585829,2.795443,0.484519,0.447575,64.905337
3,0.622379,37,newton_pcg,193,0.502011,0.563866,10.276522,3.585831,1.984678,0.561421,0.396893,79.306634
4,0.573551,35,newton_pcg,208,0.546812,0.594249,11.360783,9.729809,1.772826,0.501212,0.410612,86.809652
4,0.497491,36,newton_pcg,288,0.488646,0.49831,9.600634,5.894778,2.533264,0.473487,0.369749,46.128596
3,0.728611,34,newton_pcg,265,0.510332,0.641962,5.977268,5.894778,2.620829,0.458471,0.482664,56.679865
3,0.548613,26,newton_gmres,166,0.514529,0.461964,9.977266,6.080176,2.050395,0.495567,0.375496,116.319227
4,0.594602,46,newton_pcg,202,0.497693,0.677792,12.490054,7.585829,3.384824,0.579185,0.499265,56.496991
4,0.585372,37,newton_pcg,302,0.508803,0.497794,8.490056,6.725377,2.404411,0.510353,0.426855,70.221299
4,0.614423,43,newton_gmres,400,0.51001,0.496793,6.948431,4.573997,2.891362,0.498121,0.481229,416.595498
4,0.252264,35,newton_pcg,200,0.749526,0.381325,17.002351,8.041409,1.218568,0.408521,0.635395,119.290706
3,0.432262,29,newton_pcg,161,0.603902,0.561323,13.002353,5.456369,0.527297,0.580272,0.622189,24.665265
3,0.61226,39,newton_pcg,260,0.495235,0.631435,9.002355,4.039496,2.119469,0.382272,0.442191,77.500174
3,0.501337,46,newton_pcg,314,0.675233,0.685149,9.226358,8.039494,1.843716,0.341589,0.532419,85.605479
4,0.593586,19,newton_pcg,234,0.536715,0.706542,13.489096,10.405315,9.395,0.680072,0.56265,26.565041
4,0.139843,35,newton_gmres,183,0.814225,0.201327,19.600003,3.876477,0.702428,0.381756,0.657709,52.146496
4,0.380967,36,newton_pcg,414,0.767999,0.505151,13.226356,12.039492,1.443686,0.406025,0.356971,104.303888
3,0.552107,32,newton_pcg,314,0.602715,0.425591,11.483795,8.039494,2.610173,0.604025,0.536969,68.70806
3,0.607384,39,newton_pcg,215,0.544354,0.553639,10.738767,9.989615,0.801572,0.406025,0.537644,22.954604
3,0.50124,32,newton_pcg,115,0.514697,0.537861,10.457939,9.558065,0.149373,0.342236,0.470334,22.219916
3,0.468205,28,newton_pcg,215,0.645997,0.357863,11.300019,10.524603,1.912498,0.412146,0.323955,81.257146
3,0.540567,28,newton_pcg,414,0.535197,0.466023,11.105755,8.235006,1.294933,0.366124,0.534308,83.861882
3,0.483723,30,newton_pcg,466,0.468442,0.646021,12.730775,12.235004,1.527052,0.445108,0.375887,102.580288
3,0.560797,30,newton_pcg,268,0.681278,0.549989,12.835138,11.759124,1.602622,0.449733,0.6662,100.135066
3,0.50175,30,newton_pcg,349,0.639299,0.539006,10.635482,9.723195,1.910524,0.551042,0.486202,83.019733
3,0.621173,35,newton_pcg,250,0.542966,0.494237,9.961399,9.374679,1.727928,0.448638,0.323211,88.448298
3,0.513827,38,newton_pcg,349,0.47465,0.613373,13.148433,5.845621,2.285727,0.458839,0.503209,72.562944
2,0.53962,29,newton_pcg,260,0.582741,0.381325,9.002355,1.457092,0.361206,0.6435,0.659155,24.073057
3,0.360473,36,newton_pcg,250,0.654648,0.433375,9.256827,2.756551,1.813896,0.584669,0.475609,86.009047
3,0.540471,27,newton_pcg,263,0.538168,0.253377,12.923521,5.520609,1.829002,0.418248,0.432936,85.680286
3,0.432324,38,newton_gmres,299,0.704389,0.201327,13.000985,4.042779,0.321308,0.350503,0.704036,103.219208
4,0.472959,40,newton_pcg,398,0.663922,0.237848,16.624225,7.170554,0.866016,0.320244,0.663892,25.754457
3,0.498942,32,newton_pcg,359,0.708606,0.386091,10.407254,5.45709,1.519566,0.4455,0.64135,102.238338
3,0.318944,39,newton_pcg,459,0.731305,0.457765,14.407252,6.225366,1.22973,0.392315,0.600512,119.219146
3,0.292961,35,newton_pcg,354,0.686157,0.417846,12.624227,6.129466,1.837441,0.385859,0.628539,86.42782
3,0.233852,37,newton_gmres,323,0.835455,0.46902,16.624225,2.145753,0.566607,0.338653,0.621455,114.008944
3,0.343629,41,newton_pcg,336,0.756265,0.420196,18.697999,3.185744,0.586706,0.360723,0.668791,25.719614
3,0.399905,32,newton_pcg,284,0.673985,0.240198,14.698001,7.185742,2.083828,0.390614,0.628728,50.1435
4,0.219907,35,newton_pcg,273,0.654024,0.305388,10.698003,4.881539,1.281166,0.406699,0.664263,86.474702
3,0.399905,43,newton_pcg,372,0.834022,0.370801,14.698001,7.086284,0.781518,0.39119,0.674412,25.579549
3,0.429201,43,newton_pcg,273,0.654024,0.362503,17.061327,3.959579,1.534084,0.306175,0.58775,101.501606
3,0.434425,41,newton_pcg,500,0.690008,0.316795,10.948429,2.603074,1.009939,0.300121,0.661227,134.569056
3,0.432262,26,newton_pcg,155,0.614558,0.561323,13.002353,4.608233,1.026096,0.606521,0.599539,131.595833
2,0.61226,35,newton_pcg,254,0.43456,0.741321,12.342388,6.912635,5.024096,0.524649,0.456049,46.198949
2,0.65578,39,newton_pcg,354,0.462873,0.561323,11.860528,10.912633,1.398922,0.538193,0.385499,102.801992
3,0.567122,31,newton_pcg,269,0.533367,0.381325,12.184443,9.745495,5.396922,0.529516,0.405282,49.781992
3,0.552952,31,newton_gmres,169,0.480404,0.561323,15.291222,6.416688,1.942349,0.545587,0.407564,173.462438
3,0.65642,36,newton_pcg,269,0.503279,0.381325,14.805285,10.416686,3.876878,0.47271,0.429286,50.303306
3,0.509994,43,newton_pcg,368,0.506236,0.561323,11.986994,6.416688,3.383801,0.563899,0.454932,54.848218
3,0.689992,33,newton_pcg,305,0.494171,0.382535,15.986992,7.0177,3.334254,0.494499,0.465581,56.407327
2,0.585691,31,newton_pcg,206,0.499262,0.50779,12.651251,11.017698,4.321807,0.599218,0.348969,45.006102
3,0.549717,35,newton_gmres,305,0.503868,0.380716,13.993675,9.516582,1.752233,0.409288,0.41607,403.819248
3,0.572181,35,newton_pcg,254,0.794556,0.717387,17.002351,4.038883,3.903941,0.408521,0.579796,114.649622
3,0.658634,39,newton_gmres,346,0.501334,0.408201,14.220986,5.516584,3.125591,0.393597,0.456882,313.363578
3,0.700039,30,newton_pcg,413,0.502845,0.588199,14.729237,3.199151,6.748743,0.591597,0.410245,33.74189
2,0.592692,39,newton_pcg,314,0.482556,0.48928,11.922558,7.199149,3.502187,0.457429,0.442708,52.987735
3,0.558276,30,newton_pcg,214,0.529818,0.516195,11.745894,11.199147,4.085531,0.612247,0.434753,47.643919
3,0.645282,34,newton_pcg,314,0.501589,0.469309,15.745892,10.478493,2.380401,0.490448,0.405516,71.794451
3,0.557404,43,newton_pcg,289,0.499182,0.291767,11.745894,6.478495,4.604844,0.510202,0.375879,43.181575
3,0.54936,33,newton_gmres,190,0.505793,0.471765,13.110239,7.442802,4.415655,0.514881,0.555877,105.720455
3,0.57914,27,newton_gmres,125,0.500577,0.461589,15.600811,11.4428,3.289711,0.597841,0.468224,90.943328
3,0.61961,36,newton_pcg,152,0.493283,0.291606,16.13069,8.170476,3.680365,0.516529,0.403223,51.973911
4,0.487466,25,newton_pcg,254,0.693499,0.476851,16.796088,0.608955,1.193613,0.478139,0.581193,120.019479
3,0.362556,35,newton_gmres,354,0.604104,0.406433,14.432717,4.608953,1.900214,0.595623,0.437928,479.30461
3,0.407424,32,newton_pcg,254,0.524511,0.506418,14.632748,6.672035,4.983956,0.641993,0.526495,41.705431
3,0.473084,23,newton_gmres,184,0.573883,0.32642,17.053415,2.672037,3.87656,0.558258,0.593684,110.62413
3,0.611282,45,newton_pcg,171,0.498853,0.471604,12.130692,11.934827,5.595884,0.542325,0.443284,37.847416
3,0.633756,40,newton_pcg,353,0.614558,0.537389,13.163015,8.038881,7.067645,0.606521,0.399798,50.536301
3,0.573853,36,newton_pcg,270,0.503527,0.651602,14.283744,7.934829,4.575838,0.498293,0.464176,44.637219
3,0.614423,41,newton_gmres,458,0.51001,0.350234,14.948427,4.095201,5.007939,0.498121,0.481229,359.750685
3,0.45904,30,newton_gmres,284,0.66562,0.322051,18.753935,5.255996,3.764937,0.568104,0.586679,205.995548
3,0.572266,35,newton_pcg,254,0.794556,0.717471,17.002351,4.037271,3.903851,0.408521,0.579779,113.111569
3,0.648879,44,newton_pcg,222,0.614558,0.556963,13.002353,8.037269,7.901851,0.606521,0.399781,70.753305
3,0.59001,32,newton_pcg,242,0.523713,0.52417,11.442767,8.037213,3.971926,0.6249,0.360984,49.371044
3,0.6185,34,newton_pcg,309,0.343715,0.527736,13.42118,4.037215,6.98305,0.722415,0.434216,31.724024
3,0.388511,38,newton_gmres,295,0.626043,0.332662,14.753937,5.022991,1.518386,0.637325,0.406681,415.432382
3,0.438502,34,newton_pcg,209,0.369171,0.620751,9.59773,8.037213,3.395031,0.626155,0.415945,54.665528
3,0.515818,44,newton_pcg,110,0.451249,0.528453,8.757335,4.037215,7.393031,0.543317,0.379993,28.037929
3,0.571094,34,newton_pcg,147,0.385203,0.642759,12.757333,8.037213,3.395031,0.686831,0.393382,54.613353
3,0.48341,35,newton_pcg,226,0.434937,0.580921,10.922476,8.037213,8.696733,0.598,0.407766,24.999691
3,0.480067,33,newton_pcg,325,0.487526,0.668448,12.044842,6.128495,7.162592,0.632876,0.40352,30.508844
4,0.127723,37,newton_gmres,300,0.858424,0.221907,18.726888,3.938444,1.036916,0.434933,0.660223,525.3396
4,0.101555,37,newton_gmres,300,0.805676,0.201327,18.3794,3.918344,0.855444,0.411395,0.660649,89.49948
4,0.090635,36,newton_gmres,300,0.879246,0.201327,18.248321,3.907153,0.097426,0.395336,0.65403,93.53844
4,0.123797,35,newton_gmres,300,0.839549,0.201327,18.581261,3.917975,0.265285,0.385478,0.647885,93.593301
4,0.103129,36,newton_gmres,288,0.834211,0.201327,18.996465,3.95565,0.908609,0.368111,0.649815,92.912338
3,0.432262,26,newton_pcg,155,0.614942,0.561323,13.002353,4.599558,1.006485,0.606521,0.599883,138.332286
3,0.432262,26,newton_pcg,155,0.614491,0.561323,13.002353,4.609734,1.029492,0.606521,0.59948,129.21658
4,0.093024,34,newton_gmres,273,0.794165,0.201327,19.037797,5.899677,1.110812,0.408677,0.643604,339.516265
4,0.110128,34,newton_gmres,234,0.838569,0.201327,18.068745,3.94714,0.906017,0.433018,0.656208,62.248327
4,0.142548,35,newton_gmres,299,0.866478,0.201327,18.771728,5.881849,1.513987,0.424769,0.663367,421.639059
4,0.071949,36,newton_gmres,299,0.87438,0.201327,19.864825,3.971227,1.344619,0.423906,0.645279,332.120302
4,0.063127,35,newton_gmres,299,0.857122,0.201327,19.412598,4.105519,0.841233,0.381104,0.663807,94.353868
4,0.063297,34,newton_gmres,299,0.810278,0.254651,19.111609,3.970898,0.629059,0.402206,0.652183,90.631601
4,0.154235,36,newton_gmres,299,0.876232,0.201327,18.995459,3.951244,0.271309,0.378339,0.664971,97.141583
4,0.062268,36,newton_gmres,299,0.828279,0.201327,19.405431,3.948015,0.58012,0.434911,0.668253,93.910079
4,0.060984,34,newton_gmres,300,0.838232,0.252851,19.307197,3.919486,0.983353,0.427616,0.656238,93.526562
4,0.09954,36,newton_gmres,300,0.807372,0.261154,18.19602,5.770084,0.551795,0.407245,0.657764,89.177387
4,0.12776,35,newton_gmres,299,0.81095,0.201327,19.841002,3.977129,0.097425,0.394526,0.651402,97.904315
4,0.092569,36,newton_gmres,300,0.829373,0.267611,18.890397,3.93953,0.54132,0.422237,0.64535,92.422849
4,0.140432,35,newton_gmres,299,0.80139,0.284451,18.060678,3.962216,0.053907,0.366504,0.667274,95.700969
4,0.14734,36,newton_gmres,199,0.854122,0.243351,19.396703,3.948296,0.6176,0.417243,0.649535,56.0707
4,0.140065,36,newton_gmres,300,0.877541,0.201327,19.673198,3.919486,0.595372,0.370299,0.661369,96.78014
4,0.06712,36,newton_gmres,237,0.874084,0.201327,18.233863,6.13894,1.096902,0.399049,0.665602,369.944726
4,0.091075,34,newton_gmres,246,0.838914,0.201327,18.937637,4.284658,0.517831,0.398679,0.656039,68.423721
4,0.093735,37,newton_gmres,299,0.877987,0.24241,19.177713,3.946455,0.874174,0.407127,0.668587,98.604323
4,0.07575,34,newton_gmres,300,0.843307,0.201327,19.055379,3.921475,0.414239,0.41495,0.658758,93.254672
4,0.07644,36,newton_gmres,299,0.807825,0.247862,17.986117,3.957915,1.699503,0.397251,0.667129,375.204264
4,0.116824,37,newton_gmres,300,0.835516,0.274749,19.688601,3.919764,0.457983,0.420642,0.651859,93.951735
4,0.143523,35,newton_gmres,300,0.810472,0.201327,19.995252,3.921944,1.463747,0.408028,0.649602,418.483916
4,0.067972,35,newton_gmres,299,0.862317,0.201327,18.733512,6.287411,1.442974,0.383719,0.644883,437.306936
4,0.143494,36,newton_gmres,300,0.858562,0.201327,19.228664,6.841024,1.447777,0.395809,0.65683,425.591691
4,0.061068,36,newton_gmres,300,0.888469,0.201327,19.618603,3.921356,1.566138,0.424269,0.663991,417.215864
4,0.252302,35,newton_pcg,200,0.749489,0.381325,17.001523,8.042237,1.218568,0.408562,0.635359,120.366892
4,0.088705,37,newton_gmres,299,0.832458,0.283873,18.509676,3.977934,1.142937,0.392149,0.649433,497.952545
4,0.066324,35,newton_gmres,300,0.819121,0.208253,19.720329,3.931912,0.391264,0.409988,0.650529,95.671198
4,0.119038,34,newton_gmres,301,0.851149,0.201327,19.616786,3.903691,0.900658,0.416219,0.65271,100.367005
4,0.096135,36,newton_gmres,300,0.843939,0.201327,19.122278,3.930065,1.442089,0.383079,0.662867,413.433594
4,0.092755,36,newton_gmres,290,0.891679,0.278571,18.156288,3.923381,0.024446,0.396165,0.663399,90.615712
4,0.153134,35,newton_gmres,300,0.825009,0.201327,19.414499,3.942168,0.613021,0.412916,0.660937,100.239618
4,0.140408,34,newton_gmres,299,0.890349,0.201327,17.922726,6.064899,0.134643,0.437616,0.656194,96.599113
4,0.092281,37,newton_gmres,299,0.791981,0.217656,19.717382,3.972509,1.429301,0.383587,0.663383,430.45786
4,0.122829,36,newton_gmres,299,0.825794,0.201327,19.15698,3.967594,0.355914,0.374619,0.64443,98.551971
4,0.109559,35,newton_gmres,300,0.796627,0.201327,18.59424,3.934621,1.676517,0.434261,0.664756,393.743781
4,0.098949,35,newton_gmres,300,0.849513,0.201327,18.294819,4.629189,0.043365,0.423017,0.663266,93.181547
4,0.089962,34,newton_gmres,301,0.818439,0.201327,19.383473,3.865661,1.217424,0.384353,0.675395,491.306709
4,0.149144,36,newton_gmres,300,0.872027,0.201327,18.384066,5.902032,0.744489,0.428342,0.649866,97.440414
4,0.147954,36,newton_gmres,300,0.817105,0.276974,19.6041,3.933707,1.373907,0.393904,0.669913,385.347247
4,0.120074,34,newton_gmres,300,0.819931,0.201327,19.588614,3.938968,0.547986,0.421849,0.665919,97.746489
4,0.119565,37,newton_gmres,246,0.839842,0.201327,18.58312,3.915094,0.07526,0.427799,0.64582,73.343541
4,0.061637,36,newton_gmres,300,0.826672,0.201327,18.566962,3.933991,0.13852,0.371605,0.653655,92.864528
4,0.126378,34,newton_gmres,287,0.890612,0.201327,18.343455,3.962555,0.241333,0.395345,0.650347,90.353564
4,0.14145,35,newton_gmres,299,0.808927,0.201327,19.232206,3.947631,1.018225,0.426319,0.646473,544.770028
4,0.135193,34,newton_gmres,300,0.848708,0.201327,18.061464,3.917024,0.076335,0.373157,0.654957,96.23638
4,0.135496,35,newton_gmres,299,0.850371,0.201327,19.969508,3.947862,0.163401,0.392942,0.667346,95.080427
4,0.061542,36,newton_gmres,267,0.806071,0.201327,18.143028,6.448081,1.131884,0.408963,0.657004,409.546391
4,0.06252,37,newton_gmres,300,0.878082,0.201327,18.114384,3.909395,0.961107,0.411116,0.648187,89.13182
4,0.149678,36,newton_gmres,300,0.874027,0.201327,19.714324,3.930314,0.56531,0.380169,0.652536,97.600659
4,0.108536,37,newton_gmres,300,0.845705,0.255842,19.767497,3.92911,0.19028,0.432283,0.667965,98.566681
4,0.104413,37,newton_gmres,208,0.890151,0.201327,19.570111,3.930781,0.588208,0.419476,0.657069,56.540038
4,0.107874,37,newton_gmres,300,0.826678,0.201327,19.895077,3.920479,0.981102,0.397172,0.659041,97.966023
4,0.147162,36,newton_gmres,225,0.862465,0.201327,18.422623,6.484917,0.918508,0.424355,0.660766,62.192743
4,0.092263,34,newton_gmres,301,0.866528,0.201327,19.280276,3.903838,0.622697,0.392492,0.664698,98.370197
4,0.127005,34,newton_gmres,300,0.826247,0.201327,19.575494,3.925955,0.393446,0.414203,0.650968,95.291557
4,0.082487,35,newton_gmres,300,0.816404,0.212365,18.055136,3.931918,0.377314,0.378337,0.658182,93.208697
4,0.095218,37,newton_gmres,300,0.854898,0.27147,18.55658,3.914574,0.052127,0.373301,0.65165,91.917376
4,0.137806,36,newton_gmres,300,0.88545,0.201327,18.878518,6.553191,1.501328,0.401845,0.670335,423.525769
4,0.076066,37,newton_gmres,300,0.804192,0.201327,19.558035,3.932259,1.393197,0.374492,0.669323,326.386367
4,0.061542,36,newton_gmres,267,0.806093,0.201327,18.143419,6.447573,1.130803,0.408976,0.657022,445.841977
4,0.113184,36,newton_gmres,300,0.853684,0.201327,18.726732,4.387985,1.301886,0.406851,0.645919,470.785109
4,0.272261,38,newton_gmres,400,0.781283,0.284959,17.094265,1.372866,1.422823,0.335069,0.656724,680.705908
4,0.095235,37,newton_gmres,300,0.854883,0.271462,18.55536,3.915554,0.051957,0.373291,0.651647,97.44354
4,0.128643,37,newton_gmres,299,0.822852,0.201327,19.958777,4.564786,1.457132,0.420756,0.666843,432.326925
4,0.066896,35,newton_gmres,277,0.805883,0.201327,19.151735,6.504156,0.30976,0.39098,0.655959,83.180939
4,0.109045,35,newton_gmres,300,0.844815,0.201327,19.788406,3.943473,0.615766,0.385508,0.656683,100.383858
4,0.151346,35,newton_gmres,229,0.872853,0.201327,19.10242,3.921209,0.661867,0.402201,0.659984,68.401138
4,0.08841,36,newton_gmres,216,0.878887,0.279834,18.384038,3.929506,0.427545,0.425237,0.656606,58.729554
4,0.086676,34,newton_gmres,300,0.839219,0.203657,19.266927,3.931804,0.362129,0.388409,0.668901,94.868898
4,0.116085,35,newton_gmres,299,0.866707,0.23361,18.835174,3.955424,1.330095,0.407793,0.667734,373.084206
4,0.068036,35,newton_gmres,299,0.862278,0.201327,18.732083,6.289222,1.444646,0.383701,0.644864,409.878148
4,0.101844,37,newton_gmres,300,0.869457,0.201327,19.845961,3.938721,0.818166,0.391422,0.654605,94.774438
4,0.138304,35,newton_gmres,301,0.838413,0.246096,19.071631,4.326453,0.658186,0.388138,0.662483,96.179622
4,0.066494,36,newton_gmres,299,0.883595,0.284868,18.467306,3.965335,0.141447,0.372586,0.650007,90.743727
4,0.151401,34,newton_gmres,299,0.827702,0.20983,17.98579,4.697137,0.442432,0.433883,0.66289,97.129072
4,0.106593,37,newton_gmres,300,0.862322,0.201327,18.148002,3.915385,1.23838,0.427216,0.668117,480.932935
4,0.114996,35,newton_gmres,300,0.859521,0.208654,19.083428,3.934843,1.56193,0.380465,0.666996,421.130765
4,0.122672,35,newton_gmres,299,0.830781,0.201327,18.371302,3.959941,0.508415,0.39936,0.665794,94.549372
4,0.062941,37,newton_gmres,299,0.81034,0.201327,18.357603,3.962971,1.496926,0.422558,0.665533,420.050476
4,0.103051,35,newton_gmres,300,0.87551,0.201327,19.846063,5.347722,0.227285,0.387947,0.655826,96.605819
4,0.060753,34,newton_gmres,184,0.834981,0.201327,19.766991,3.914354,1.428975,0.38884,0.657752,220.838577
4,0.252635,35,newton_pcg,200,0.749155,0.381325,16.994104,8.049656,1.218568,0.408929,0.635043,121.18191
4,0.135018,36,newton_gmres,300,0.858029,0.274992,19.360875,3.910989,0.733159,0.429534,0.648202,99.552735
4,0.087759,37,newton_gmres,251,0.852054,0.227456,19.924798,3.913329,0.533214,0.395731,0.660287,73.118506
4,0.095299,36,newton_gmres,300,0.807966,0.201327,19.842486,4.244911,1.641492,0.416817,0.664354,439.089565
4,0.094722,35,newton_gmres,300,0.859912,0.275252,18.223717,5.779494,1.107128,0.427389,0.648309,495.74275
4,0.10784,36,newton_gmres,191,0.868909,0.201327,18.167435,3.883139,1.454599,0.40469,0.657393,224.017009
4,0.100793,35,newton_gmres,300,0.808876,0.201327,18.353755,3.919869,1.612189,0.373874,0.670557,397.86483
4,0.107695,37,newton_gmres,299,0.8525,0.205557,19.489064,5.961834,1.410674,0.38526,0.658928,380.438952
4,0.065707,35,newton_gmres,187,0.817454,0.201327,18.865728,3.923795,1.421507,0.412134,0.666686,204.784578
4,0.091835,37,newton_gmres,298,0.834485,0.201327,19.295305,5.960876,0.18921,0.435253,0.649943,95.003546
4,0.150406,36,newton_gmres,202,0.813529,0.22,18.093551,3.927144,0.694937,0.390467,0.658203,58.236342
4,0.115609,36,newton_gmres,300,0.865273,0.201327,19.719865,3.907857,0.548879,0.407941,0.663538,93.035022
4,0.079591,35,newton_gmres,213,0.807206,0.231616,18.68699,4.198987,0.114095,0.424142,0.649113,58.631819
4,0.076003,35,newton_gmres,300,0.850995,0.201327,18.786258,3.913507,0.677917,0.377291,0.667059,93.032117
4,0.084316,35,newton_gmres,235,0.852294,0.201327,18.821136,3.93002,1.498171,0.382522,0.656682,284.670664
4,0.068726,37,newton_gmres,192,0.86378,0.201327,19.7734,6.499281,0.124937,0.412726,0.649639,50.427974
4,0.141515,37,newton_gmres,242,0.855205,0.216961,18.766758,3.951416,1.429035,0.379077,0.647896,308.273782
4,0.144454,35,newton_gmres,300,0.803936,0.201327,18.075225,3.918973,0.292535,0.395196,0.663277,96.770411
4,0.063193,35,newton_gmres,299,0.868887,0.241105,19.777502,3.968582,1.212142,0.384602,0.666074,506.445485
4,0.060497,36,newton_gmres,300,0.849676,0.203202,18.280137,3.908668,0.490532,0.395481,0.672174,94.959806
4,0.081767,36,newton_gmres,300,0.880582,0.201327,18.373173,5.821476,0.949421,0.411602,0.66142,92.475365
4,0.105855,37,newton_gmres,300,0.815585,0.201327,18.406621,4.436523,0.868218,0.374409,0.66462,94.148961
4,0.077203,36,newton_gmres,203,0.89063,0.201327,19.026961,3.911692,0.958672,0.40203,0.64535,53.625111
4,0.061751,37,newton_gmres,300,0.813842,0.201327,19.743437,3.936541,0.040852,0.377893,0.661839,93.579959
4,0.060379,36,newton_gmres,300,0.842988,0.201327,18.738563,6.074707,1.352907,0.415045,0.65888,449.970783
4,0.110721,34,newton_gmres,300,0.889736,0.201327,18.473586,3.934529,1.323847,0.377356,0.669635,337.940536
4,0.121569,34,newton_gmres,300,0.808897,0.282615,18.947994,4.075951,1.184461,0.409856,0.643405,494.538164
4,0.129128,35,newton_gmres,299,0.862815,0.276236,19.056529,3.974171,0.044221,0.382063,0.654784,98.140303
4,0.09797,36,newton_gmres,301,0.807741,0.256276,19.072308,3.898882,0.488315,0.409786,0.65791,96.381236
4,0.067462,37,newton_gmres,283,0.866945,0.201327,18.506167,3.908473,0.467524,0.414887,0.672606,83.624431
4,0.108928,37,newton_gmres,300,0.824939,0.201327,18.637806,3.933412,1.61322,0.412423,0.65381,414.719772
4,0.074337,37,newton_gmres,282,0.816308,0.201327,18.559842,5.115938,1.163754,0.403547,0.661686,458.709936
4,0.064538,36,newton_gmres,301,0.815874,0.201327,18.513719,3.869308,0.994887,0.382301,0.661977,91.965525
4,0.112134,37,newton_gmres,301,0.854558,0.201327,18.628249,3.89881,0.945934,0.382703,0.651307,97.464538
4,0.074606,34,newton_gmres,301,0.878035,0.201327,19.737607,3.905159,0.649356,0.404216,0.662816,95.491313
4,0.09367,37,newton_gmres,281,0.834001,0.201327,19.065505,3.915226,0.35371,0.410434,0.660314,86.679677
4,0.093215,37,newton_gmres,300,0.819275,0.201327,19.883178,3.929495,0.06459,0.394979,0.647953,95.953524
4,0.090496,36,newton_gmres,301,0.862287,0.259169,18.103738,5.992031,0.944312,0.426207,0.66965,95.239793
