maxord,nonlin_conv_coef,max_conv_fails,fixedpointvecs,eta_cf,eta_max_fx,eta_min_fx,eta_max_gs,eta_min,eta_min_ef,runtime
2,0.297066,19,5,0.772142,10.210815,5.454546,5.141085,0.12541,0.144097,281.002828
2,0.669508,15,10,0.46322,16.63165,10.998027,0.065947,0.969117,0.218889,264.217197
1,0.59385,19,18,0.749476,15.31492,5.280722,8.108715,0.950182,0.586969,270.21864
2,0.511695,29,16,0.342856,18.752127,13.22625,4.046822,0.250951,0.88207,100000000.0
1,0.367325,24,6,0.408636,10.723839,9.194805,11.748508,0.098543,0.687984,266.087252
4,0.11145,44,19,0.899385,10.075758,1.01656,3.706901,0.946069,0.334724,273.659306
3,0.029928,38,4,0.632478,17.415516,11.674565,1.338347,0.211579,0.389852,292.867765
3,0.087052,31,2,0.038951,16.122873,0.521057,7.389236,0.176914,0.408872,252.129614
4,0.383222,40,2,0.044673,15.17788,4.318634,0.219395,0.516917,0.560779,277.806105
3,0.075366,38,15,0.279234,11.25015,2.906489,0.513509,0.690867,0.053652,272.739339
4,0.294143,5,16,0.211808,7.793959,4.217267,1.13988,0.875463,0.099525,272.710599
4,0.554845,47,19,0.708146,14.071176,11.882457,3.63312,0.110779,0.234043,100000000.0
3,0.564149,7,16,0.784684,5.327402,2.671653,8.501975,0.995077,0.045731,271.409795
2,0.842586,24,4,0.306136,12.660954,8.084042,1.456546,0.830817,0.443204,287.071225
3,0.633341,8,1,0.52738,5.975035,5.020465,10.543078,0.725769,0.123116,277.256879
4,0.688139,27,1,0.539493,13.54526,2.373252,8.638666,0.177657,0.642914,100000000.0
1,0.153283,29,10,0.199116,13.719285,5.201109,5.843853,0.556847,0.093819,254.513256
3,0.180502,5,3,0.721897,18.614037,6.628107,3.134525,0.097753,0.491454,282.320353
1,0.006749,20,5,0.229926,11.100589,0.683173,14.151236,0.471135,0.453133,248.755082
2,0.307402,33,3,0.014511,0.387561,0.370601,16.539802,0.977231,0.526378,285.234386
2,0.334717,35,19,0.865388,17.609913,8.835728,2.240123,0.215029,0.624249,291.186288
4,0.353149,40,11,0.762658,19.370524,3.665528,3.003641,0.611282,0.53267,280.892771
3,0.75817,47,4,0.575863,11.537103,3.597843,7.141794,0.957389,0.48766,280.946355
5,0.140282,15,18,0.28584,16.210478,14.858437,11.313535,0.034482,0.226817,247.530203
5,0.802927,12,13,0.481346,19.889034,0.072656,7.657924,0.812439,0.759568,273.577391
4,0.604314,43,2,0.142318,15.869077,7.561385,6.925083,0.818667,0.26617,283.153
4,0.412494,25,15,0.510473,10.515685,1.965077,18.320237,0.256566,0.694419,281.17712
4,0.009775,4,18,0.309517,18.354015,13.133319,18.130069,0.477402,0.668308,266.687006
5,0.662031,34,12,0.332286,11.594069,7.414075,9.440517,0.793092,0.574301,277.622106
2,0.870668,50,3,0.328163,9.120436,1.721055,2.336045,0.262528,0.631248,283.278954
3,0.62083,8,8,0.62288,17.97137,17.454079,2.401808,0.907886,0.562735,280.434999
4,0.193753,7,8,0.022045,13.985061,9.055357,0.938946,0.804216,0.611222,267.31233
5,0.588659,42,9,0.476017,5.464226,4.794416,12.992587,0.422647,0.339918,270.607644
4,0.052926,31,11,0.542476,17.76166,17.347336,6.297187,0.395846,0.398653,259.809416
1,0.724588,28,12,0.797902,17.111789,13.668095,5.369087,0.26943,0.438748,269.300256
4,0.863468,43,5,0.447681,19.485028,3.046759,11.933892,0.769002,0.324338,316.728336
3,0.147437,9,20,0.818898,12.447863,9.512613,13.323115,0.498724,0.03517,263.496158
1,0.313383,3,19,0.466389,17.485597,9.43685,19.899324,0.671052,0.761,100000000.0
5,0.372469,10,17,0.861079,17.723628,0.125708,11.562023,0.82091,0.815797,278.143351
3,0.752937,44,4,0.693101,8.512374,1.678586,11.000231,0.926434,0.739657,269.664638
1,0.657756,13,5,0.503694,18.055445,16.484248,4.775555,0.90377,0.822944,276.801242
3,0.234295,22,15,0.726868,15.580843,11.795639,17.140874,0.062138,0.030626,252.600418
3,0.092703,6,16,0.421635,14.945049,2.193222,12.473013,0.270917,0.860826,268.555305
3,0.467906,40,14,0.216858,9.487531,6.18258,15.832677,0.983971,0.075,263.354409
3,0.437151,9,18,0.688893,8.211654,3.51675,9.893745,0.147603,0.635485,100000000.0
2,0.167203,48,13,0.426419,6.272421,1.288877,6.069045,0.185251,0.402303,282.839057
4,0.767717,13,4,0.402004,16.59828,7.426817,4.00176,0.120063,0.302209,100000000.0
4,0.409352,37,7,0.550458,10.848192,1.500783,14.08575,0.192803,0.450595,100000000.0
1,0.276066,37,4,0.63891,15.53519,1.837332,18.792143,0.530106,0.358312,269.270363
1,0.251892,32,3,0.343947,18.509378,1.462498,7.742532,0.740149,0.733463,269.588016
5,0.064001,32,14,0.042536,7.81181,7.753214,9.246176,0.326921,0.534207,269.315027
2,0.837588,41,13,0.383048,17.122463,12.406132,0.670474,0.414265,0.263412,260.478475
4,0.201876,44,3,0.842533,17.622772,7.8684,15.914626,0.043639,0.423835,262.960394
3,0.428672,11,5,0.27684,17.390118,4.122894,19.105679,0.637229,0.693184,271.914441
2,0.505149,45,5,0.123067,15.116175,6.273273,16.951422,0.467492,0.608772,265.007882
2,0.624248,3,7,0.236125,2.392413,0.57496,18.456447,0.16006,0.045345,100000000.0
4,0.498836,7,12,0.532955,7.612982,1.262676,14.133497,0.97939,0.517863,261.114431
4,0.406802,13,5,0.104205,19.64332,15.072712,2.063161,0.917161,0.75106,100000000.0
3,0.877194,24,6,0.41252,16.024978,15.24078,9.112244,0.040602,0.827362,273.565427
5,0.822385,31,19,0.271469,10.456152,9.384841,1.229788,0.378906,0.524557,282.156039
2,0.734173,6,6,0.022736,15.87807,0.765797,8.165933,0.737064,0.170444,100000000.0
3,0.099885,13,6,0.702801,11.543762,1.244479,17.647584,0.117886,0.800762,277.740905
3,0.600129,11,16,0.116061,17.592189,2.070746,6.972328,0.755768,0.165656,252.088698
3,0.38097,28,8,0.401034,14.126904,6.715738,9.00882,0.994581,0.580349,288.861717
3,0.324076,15,14,0.131765,2.3235,0.03818,6.637649,0.207299,0.569149,281.702835
2,0.1219,32,3,0.780354,8.490046,1.11497,17.251113,0.443566,0.461795,267.198434
4,0.638466,47,6,0.895593,15.458595,2.336733,12.861766,0.011744,0.375206,259.975045
3,0.522938,45,12,0.23938,17.322848,7.925204,18.557674,0.099099,0.785824,264.538176
2,0.375868,27,16,0.423452,19.174501,14.662244,15.416133,0.343249,0.825413,272.66158
2,0.621418,48,2,0.853587,12.629381,7.338271,7.611359,0.288095,0.272774,278.376093
4,0.885149,20,10,0.653352,14.813036,13.440654,4.151043,0.075634,0.281472,275.028914
1,0.89256,41,11,0.059648,17.986418,16.283088,12.515423,0.579206,0.428582,248.176168
3,0.528888,9,7,0.189343,13.168136,12.831657,7.887499,0.308512,0.148147,245.653825
3,0.533182,19,17,0.206273,19.980045,3.717846,0.248254,0.219964,0.843988,281.492349
2,0.551814,39,2,0.295556,12.961074,10.53287,13.640387,0.848899,0.240437,261.948756
2,0.397921,36,11,0.833191,16.619236,14.537278,6.120287,0.673804,0.543652,277.80764
2,0.569653,44,10,0.749508,10.088442,1.895198,4.248107,0.893032,0.758326,100000000.0
1,0.247538,10,7,0.49456,12.747962,10.097487,18.33368,0.349414,0.65841,289.387545
5,0.860606,30,11,0.506319,7.755304,5.544617,2.841391,0.243795,0.613863,279.739605
1,0.317524,48,6,0.733231,9.648976,0.682979,14.753387,0.355805,0.365815,249.464078
2,0.459361,39,5,0.15938,15.265064,4.821233,19.692257,0.800435,0.442584,276.958705
1,0.560772,31,17,0.248387,14.412211,12.543455,16.688571,0.613354,0.672792,250.708239
4,0.679224,10,18,0.036427,14.005319,6.11872,14.508772,0.115075,0.71466,255.745922
4,0.114061,30,17,0.470018,9.307276,7.138984,18.946106,0.420591,0.837008,280.08856
2,0.839101,22,15,0.03113,16.242415,9.01242,15.147699,0.135142,0.11697,270.162305
3,0.268989,15,2,0.580525,18.097929,11.264586,6.039894,0.81629,0.7284,301.082352
4,0.341525,45,2,0.723459,18.791379,14.332407,11.118296,0.309733,0.287629,243.522971
3,0.386704,30,16,0.500935,9.10827,1.66695,15.793825,0.384611,0.06176,245.640741
1,0.545039,34,5,0.413553,18.177553,16.395019,2.209799,0.690328,0.879397,100000000.0
5,0.716477,21,10,0.624487,16.596677,3.078822,1.284178,0.13048,0.851689,288.82623
1,0.158872,41,16,0.827229,19.250551,5.949198,16.039224,0.338184,0.603908,260.584037
2,0.788929,23,7,0.283078,3.276632,2.529307,2.349075,0.681239,0.044246,286.430288
5,0.209773,47,10,0.658514,16.839787,8.26729,0.090203,0.584136,0.764752,279.119958
2,0.669656,35,17,0.224076,12.329443,3.954228,12.804753,0.569659,0.210077,261.171857
5,0.65272,7,3,0.738788,11.910673,5.419366,15.70723,0.020558,0.653003,270.702564
2,0.89601,29,20,0.071363,19.809036,11.704693,14.220738,0.126844,0.687746,263.851669
3,0.350221,10,17,0.671264,11.72507,5.669724,0.547331,0.948423,0.805747,274.57756
1,0.770365,48,9,0.393817,5.732623,2.240629,13.11437,0.40358,0.32065,257.402732
4,0.205762,13,16,0.372619,6.856075,5.11434,11.018723,0.321171,0.161302,276.066192
4,0.059734,25,16,0.584851,9.536748,2.801588,14.343178,0.553632,0.664688,273.58791
2,0.296381,18,11,0.386254,9.793843,4.763724,7.355926,0.174757,0.084666,263.506491
4,0.640338,49,11,0.307154,11.020838,2.450951,9.490526,0.543442,0.788009,271.344754
3,0.705225,29,17,0.591538,14.592802,8.591902,2.664514,0.461674,0.506702,278.216384
4,0.585995,12,10,0.52497,19.081161,16.668887,9.398529,0.488459,0.004176,263.518862
2,0.778031,49,15,0.096619,5.479952,0.951494,18.204784,0.153571,0.531678,262.023025
4,0.140369,24,10,0.196556,17.817496,12.718813,13.051083,0.277726,0.121016,257.290362
2,0.559208,17,8,0.808807,2.013136,0.297356,5.166621,0.988247,0.623552,286.357786
4,0.133758,19,14,0.231207,14.330148,6.519915,5.784955,0.603675,0.387994,290.56726
4,0.513458,43,2,0.558635,15.735208,9.272906,13.316201,0.82069,0.855147,273.852947
2,0.309501,14,3,0.746511,19.538743,9.699056,0.273175,0.801242,0.236035,263.13006
2,0.104226,18,17,0.330081,18.265951,17.702607,14.085967,0.332749,0.035042,253.941577
3,0.047177,28,10,0.004276,7.243418,0.152427,3.238391,0.783088,0.495115,271.325896
4,0.756621,25,14,0.567287,18.420493,17.125195,11.52255,0.513433,0.105973,279.037048
2,0.088259,19,6,0.220002,11.360967,4.5253,19.301348,0.592295,0.449413,273.514168
4,0.610833,49,8,0.326748,6.391256,0.409674,12.657672,0.936679,0.132022,272.513173
2,0.61654,12,19,0.476692,9.902505,2.896866,15.591243,0.185548,0.469471,100000000.0
3,0.418934,31,18,0.426142,15.636603,3.342313,1.581682,0.866164,0.775896,294.813759
4,0.179005,37,11,0.510435,14.981092,4.648199,19.834919,0.922365,0.489405,256.439777
2,0.217439,13,12,0.700436,5.317299,4.970666,16.57931,0.500676,0.440897,277.595809
2,0.594236,6,13,0.551245,6.225648,3.149793,2.014279,0.425805,0.028023,279.11648
5,0.020465,15,4,0.316886,12.202482,7.5868,3.538338,0.745911,0.328751,280.104691
4,0.442553,8,2,0.792962,13.531901,1.61751,19.412799,0.047829,0.474597,282.003557
1,0.230715,6,3,0.642969,18.877371,6.318039,12.021208,0.229461,0.087283,256.352887
2,0.315951,17,11,0.319358,18.662275,4.176256,12.185866,0.560474,0.699819,279.039113
3,0.152917,4,3,0.676032,19.48586,13.072016,10.838231,0.239607,0.140241,256.004483
4,0.439574,35,13,0.08522,14.940949,6.899713,8.445155,0.192421,0.322839,285.976863
2,0.582993,26,9,0.468042,18.559997,8.392168,0.719418,0.554382,0.402277,280.013679
2,0.245115,46,15,0.69054,13.716579,4.294744,10.611633,0.279803,0.269908,262.904246
2,0.867389,35,5,0.047938,3.141426,0.292967,8.890176,0.831166,0.532344,282.657346
3,0.378318,13,6,0.31413,3.412787,1.659409,7.700632,0.84201,0.069936,278.048114
5,0.819111,24,20,0.104218,4.585,1.403426,17.929424,0.219834,0.665064,403.123762
2,0.74197,26,20,0.145756,12.054667,0.007863,2.600473,0.718469,0.01932,292.716332
1,0.616499,36,4,0.899288,17.693017,12.436624,19.799331,0.519004,0.39579,265.795269
4,0.166695,18,12,0.839025,19.114165,12.984326,15.424416,0.086661,0.009683,281.673135
4,0.520608,44,1,0.112627,10.081487,6.624076,2.460914,0.929927,0.646525,292.653635
5,0.170539,39,16,0.819209,15.11793,13.726815,4.437971,0.201802,0.695686,311.680175
2,0.036967,49,7,0.605963,14.071742,0.832343,14.043738,0.473699,0.749705,295.77261
3,0.184052,34,11,0.845512,9.989904,7.941564,9.243003,0.80818,0.479321,270.249194
4,0.790017,10,4,0.241827,8.510015,0.550198,19.935455,0.191187,0.323187,269.823123
4,0.300113,15,7,0.833927,13.019383,4.756034,17.857619,0.014628,0.845721,261.5123
2,0.427751,37,18,0.670376,19.604916,17.80094,11.416428,0.651253,0.004073,276.595094
4,0.626507,14,8,0.017933,18.926797,3.628104,11.817307,0.261755,0.591971,248.856024
1,0.388458,39,6,0.528865,10.557817,9.236904,6.012264,0.226537,0.401727,274.880947
2,0.234953,14,8,0.169894,19.126499,15.921535,12.996546,0.856592,0.435266,246.682811
2,0.241737,22,5,0.394986,19.710054,0.410313,0.591774,0.399654,0.527885,276.698461
4,0.405239,32,6,0.292828,16.759394,0.198238,8.034562,0.320636,0.557151,284.707546
5,0.413038,30,14,0.151773,16.942448,9.861244,6.400875,0.040348,0.366879,284.551954
3,0.097123,49,10,0.570475,19.846511,14.8416,4.894425,0.943825,0.511639,283.990238
1,0.774194,8,13,0.526326,18.15184,2.583323,12.504559,0.367566,0.640424,251.071331
5,0.703485,25,6,0.354171,19.949436,7.227938,16.081379,0.23678,0.077271,282.228243
3,0.090932,18,13,0.441089,13.179764,12.509909,10.965758,0.883294,0.10202,304.33526
3,0.761892,16,11,0.227434,4.088175,3.25564,13.926514,0.975444,0.674787,300.867764
3,0.717719,43,13,0.695558,11.123532,5.850114,2.68296,0.817069,0.61405,280.046505
4,0.667218,42,3,0.505342,6.913212,3.712819,18.46327,0.540816,0.8731,279.66435
4,0.655389,27,5,0.409688,8.398508,7.030098,16.327255,0.209688,0.04351,250.112044
2,0.419508,23,19,0.399969,11.346934,6.791147,11.152064,0.90967,0.756818,266.008326
4,0.494614,32,4,0.301874,2.312485,0.643511,11.933491,0.676759,0.811461,100000000.0
1,0.785518,36,4,0.016296,7.238247,3.78994,16.700916,0.802385,0.825743,277.324922
2,0.118112,5,15,0.808948,14.963072,5.728247,10.270428,0.655169,0.881102,289.378652
1,0.56223,15,16,0.416466,9.298942,9.169915,9.060977,0.501202,0.572252,280.489385
2,0.756278,19,19,0.185491,9.387145,7.650562,12.689423,0.098896,0.61707,277.010268
3,0.152275,12,12,0.677877,15.993037,13.128972,11.226568,0.74397,0.418297,267.690355
2,0.013069,41,5,0.750968,19.308667,17.70029,9.377117,0.455447,0.886002,284.723153
4,0.357667,33,18,0.421415,11.843494,9.483689,1.891576,0.968283,0.763302,299.353198
4,0.282112,24,14,0.254105,16.368314,14.243096,1.763466,0.819684,0.19846,285.768495
2,0.309866,11,9,0.031836,18.617884,2.05572,2.35898,0.759645,0.708837,295.101006
4,0.295163,29,2,0.328559,13.59814,1.944756,4.37532,0.0719,0.383796,269.482738
5,0.133262,46,10,0.732005,13.499731,1.000699,12.031414,0.576317,0.0305,264.854413
3,0.676978,32,2,0.478591,12.115728,8.95961,14.733257,0.5495,0.17593,275.493133
4,0.504799,9,2,0.536529,17.02314,8.200128,8.524528,0.270698,0.230725,271.684135
3,0.042347,27,19,0.873298,6.520744,3.964662,18.006245,0.961246,0.851575,279.111897
3,0.353275,35,16,0.368226,17.463015,4.46682,10.880579,0.672811,0.488937,282.164693
2,0.11234,41,6,0.709633,17.565891,16.514833,7.343545,0.901377,0.839368,285.021221
5,0.22843,33,18,0.343429,8.812382,1.098265,5.825879,0.869096,0.452887,274.944323
3,0.216595,43,19,0.221737,18.809355,14.528117,2.002336,0.640579,0.855405,100000000.0
2,0.602356,16,8,0.278455,14.809087,6.145349,15.953808,0.970334,0.337801,230.676021
2,0.549727,20,20,0.744851,18.385554,16.358514,0.383028,0.874183,0.448333,281.433596
5,0.057291,45,17,0.824813,17.876068,8.740912,8.303636,0.47914,0.605276,283.465656
4,0.876303,45,14,0.883855,17.780275,15.737256,13.677789,0.027984,0.805664,263.780102
1,0.177458,38,2,0.092358,18.343017,12.652861,14.661224,0.358116,0.482992,226.573717
4,0.850023,38,11,0.635994,5.257611,3.010616,5.19625,0.999942,0.462492,272.979548
3,0.656721,29,16,0.855266,14.715235,10.772816,18.356302,0.184863,0.197698,245.339938
3,0.027,15,3,0.595987,12.526978,3.03357,9.16251,0.632673,0.515243,260.896213
2,0.797074,10,4,0.272263,15.352285,14.608662,4.637439,0.107318,0.18301,280.986795
2,0.644316,4,1,0.000689,16.206444,6.383607,14.127194,0.233134,0.3878,279.763224
2,0.878407,7,19,0.561356,9.76328,1.591488,10.079693,0.616143,0.046068,268.881202
3,0.120883,11,17,0.074154,4.511511,2.229558,12.785521,0.934394,0.866879,273.872932
3,0.379692,30,3,0.788528,5.939287,4.113481,3.341675,0.050734,0.837568,282.520882
3,0.778684,6,13,0.406227,12.808935,10.401546,13.196993,0.584702,0.72421,251.747476
3,0.520859,3,9,0.070246,11.064506,5.551608,15.005923,0.568168,0.192433,261.11006
2,0.210777,14,2,0.556428,9.883183,4.945265,7.542887,0.119447,0.066087,258.820254
3,0.460107,25,18,0.096689,17.117633,3.436498,5.087703,0.147689,0.034362,274.53876
4,0.187434,47,12,0.661924,14.288984,10.150997,0.07329,0.243347,0.170486,285.377312
4,0.145093,34,3,0.665372,8.136683,5.045761,8.097635,0.46052,0.656132,279.378353
4,0.686479,46,13,0.235809,15.521274,6.007681,17.610633,0.021966,0.661379,266.070616
4,0.591327,40,18,0.849565,5.078511,1.851476,5.026339,0.389898,0.896875,283.204758
2,0.311469,7,9,0.88092,15.691888,6.434924,1.613895,0.723008,0.125605,291.836615
1,0.58648,17,7,0.349167,5.37933,1.303893,15.292102,0.293085,0.130866,269.170448
2,0.547772,44,4,0.629149,2.768528,1.224905,13.730642,0.533018,0.585546,295.285145
5,0.537578,50,2,0.126496,11.618822,4.896291,14.942381,0.418728,0.737776,275.988341
4,0.052458,24,5,0.49087,7.981484,2.3914,6.701455,0.592117,0.240172,279.041353
5,0.103177,39,9,0.32238,14.563271,7.509332,2.056156,0.423151,0.439502,284.192079
4,0.650706,47,8,0.697724,6.594404,2.802435,3.729745,0.513175,0.673232,281.868564
2,0.154018,20,15,0.772505,13.456156,5.351806,1.395169,0.209212,0.521321,279.987537
1,0.711551,13,7,0.435043,14.999001,10.956283,6.955189,0.143601,0.689735,254.701751
2,0.231508,5,9,0.255018,3.120462,2.663708,2.0449,0.236222,0.24004,282.906771
2,0.241018,19,19,0.10091,4.665777,3.876057,7.431145,0.514507,0.132609,261.659892
4,0.208484,26,12,0.418023,12.272595,6.893726,7.136024,0.556828,0.852698,275.961552
3,0.598609,18,8,0.505613,11.938369,8.59825,4.667348,0.508747,0.415919,291.51185
2,0.375831,17,10,0.285567,7.041059,6.494129,14.348641,0.771524,0.432829,269.492996
2,0.227594,20,11,0.302572,10.025755,7.50552,10.350641,0.929705,0.578567,265.565856
3,0.334904,11,13,0.368863,9.643117,3.505522,9.003012,0.731705,0.654627,255.29797
3,0.2429,9,13,0.548861,7.50252,2.302431,13.001012,0.533705,0.536592,278.603929
3,0.35708,19,11,0.368863,9.979855,4.829959,9.003012,0.40965,0.71659,278.767709
2,0.177082,20,10,0.289358,9.176936,8.829957,6.283576,0.60765,0.820546,292.040123
2,0.002009,17,11,0.469356,8.063406,6.988376,2.285576,0.40965,0.640548,284.787761
3,0.142882,12,14,0.289358,7.718841,6.636042,4.171158,0.330703,0.50604,290.851021
2,0.216555,11,11,0.242967,6.726205,6.636042,7.792295,0.726703,0.578513,278.968502
2,0.036557,18,11,0.422965,8.236016,6.967652,3.815015,0.63556,0.437418,279.711099
2,0.375818,17,10,0.285581,7.041442,6.493928,14.34834,0.771509,0.432843,283.265714
2,0.227596,20,11,0.302596,10.025599,7.505909,10.35034,0.929696,0.578552,268.417613
3,0.082114,21,14,0.468664,10.524864,3.505911,14.34834,0.731696,0.614173,322.190178
3,0.262112,17,10,0.288666,10.725828,6.650739,6.649047,0.567341,0.545126,278.553744
3,0.082114,12,12,0.258695,6.72583,3.083561,2.651047,0.765341,0.637944,285.021311
2,0.216555,17,12,0.242967,9.835478,9.386513,7.813015,0.50281,0.617416,280.677931
3,0.073364,17,11,0.401199,8.969366,3.83492,10.671895,0.377134,0.35853,258.831899
3,0.253362,13,11,0.221201,8.882016,7.834918,6.673895,0.575134,0.538528,285.61222
2,0.492622,16,10,0.513278,9.371842,7.834918,9.740751,0.575134,0.669536,280.616946
2,0.485561,13,13,0.57374,8.306169,3.895879,19.944066,0.945283,0.374109,267.459442
3,0.458664,16,11,0.254781,8.641318,4.591773,7.136024,0.547932,0.675737,274.369757
3,0.507371,27,1,0.474408,11.447908,8.104796,11.150168,0.778788,0.550299,281.534157
4,0.590131,14,19,0.442746,14.443167,7.292556,1.891095,0.666051,0.39733,286.423757
2,0.076043,22,11,0.398801,7.010905,6.177307,4.47564,0.4863,0.543857,278.278754
3,0.187039,26,10,0.298271,8.358103,5.368342,4.610829,0.379873,0.537017,286.119565
3,0.219823,16,9,0.254241,8.046514,4.682568,7.73233,0.600634,0.618439,277.977459
3,0.399821,19,8,0.17128,10.567927,8.682566,3.73433,0.417931,0.684224,282.104949
2,0.530513,6,16,0.340384,8.29053,4.229352,15.21072,0.455486,0.209807,266.264155
4,0.047452,29,5,0.093525,11.646532,11.18544,7.496156,0.30201,0.191872,270.469707
4,0.469994,42,16,0.716689,10.837439,10.478782,10.453169,0.235042,0.448819,269.438061
3,0.381332,14,13,0.50873,9.088434,8.226435,5.892379,0.523122,0.574998,277.496177
3,0.73061,27,1,0.693122,11.015145,10.0874,11.647527,0.426803,0.648976,256.831478
3,0.601783,22,10,0.577978,4.306171,2.732961,15.946066,0.747283,0.554107,280.907508
4,0.290281,17,14,0.377901,10.939902,7.275562,19.130024,0.453879,0.536552,265.237725
3,0.240166,26,10,0.557899,10.033039,9.789657,7.136024,0.614408,0.536041,273.941007
3,0.420164,17,13,0.545114,9.816526,6.485995,11.134024,0.416408,0.692179,236.114074
3,0.227309,28,11,0.40015,8.495853,7.119939,11.705467,0.598984,0.538,100000000.0
3,0.290304,18,11,0.370641,8.160789,6.367602,19.130024,0.766457,0.712092,273.22502
3,0.407307,23,15,0.336898,8.710365,7.56494,7.707467,0.400984,0.556132,285.972996
3,0.201593,29,14,0.434947,8.513291,6.398157,16.136529,0.579132,0.443185,261.974514
3,0.27317,26,9,0.65921,10.105541,5.552624,15.132024,0.375459,0.71753,274.442317
4,0.470279,26,14,0.547083,13.449196,3.275564,19.636142,0.548871,0.530183,245.253589
4,0.429162,36,12,0.508958,14.422482,0.880831,19.603041,0.472318,0.710181,277.780276
4,0.249164,26,11,0.337252,10.422484,3.093019,18.655812,0.432873,0.530183,267.675772
3,0.234214,25,13,0.319855,8.888055,8.448563,16.136529,0.364975,0.443185,250.903487
2,0.433103,4,13,0.598021,15.899977,6.970349,11.134024,0.754828,0.335866,272.792003
3,0.380022,16,15,0.35332,9.087448,6.584359,12.138529,0.562975,0.542935,268.351867
3,0.307812,17,11,0.479212,6.105543,1.552626,11.134024,0.503,0.669493,272.255138
4,0.067545,13,14,0.268527,17.942597,1.380492,13.140522,0.461375,0.64756,262.325315
3,0.535075,28,4,0.430324,9.332163,4.814247,13.527503,0.673675,0.366279,274.031447
4,0.429162,36,13,0.417139,10.04543,4.772846,18.990806,0.417766,0.388248,257.146535
4,0.314288,35,10,0.509229,11.980511,6.434219,19.222568,0.593776,0.568246,314.370056
2,0.011266,4,7,0.538208,19.968456,12.977663,5.468589,0.818839,0.409315,100000000.0
3,0.529254,29,13,0.56439,9.388179,6.584359,11.108666,0.426978,0.542935,315.815577
3,0.349256,20,12,0.470425,7.903468,4.95525,15.106666,0.465693,0.500449,263.812655
3,0.446729,28,11,0.428722,9.816624,6.932013,11.153691,0.624717,0.457384,221.480195
3,0.62734,32,14,0.510138,8.306169,6.732959,18.591176,0.665319,0.374109,273.013101
4,0.470279,26,12,0.404854,12.998812,8.093105,18.705507,0.548826,0.610004,269.26087
3,0.290281,34,16,0.424391,10.594761,7.834966,16.802359,0.746826,0.73898,277.08689
2,0.216835,39,16,0.437146,9.423186,8.527618,16.854436,0.855272,0.558982,327.450142
3,0.396833,30,13,0.358897,12.824387,7.981715,18.818609,0.657272,0.679937,306.027927
3,0.445128,27,10,0.45025,9.14139,7.721954,18.690722,0.459272,0.677522,273.492048
3,0.314503,23,13,0.455552,11.990806,9.298741,19.019204,0.657272,0.655688,308.581069
3,0.24386,32,15,0.413861,10.483793,6.183617,16.693302,0.731437,0.672104,233.206121
3,0.423858,28,11,0.374925,10.32924,9.744151,16.321974,0.533437,0.673218,229.293682
3,0.513395,19,15,0.457514,10.432352,10.006719,17.533835,0.360323,0.506941,275.380103
3,0.333397,16,12,0.459092,11.814368,9.312894,19.37888,0.480136,0.603215,247.833393
4,0.271447,25,16,0.457354,10.508741,8.81837,19.896972,0.678136,0.731227,269.999518
3,0.407153,35,16,0.355776,10.120883,6.55138,16.813239,0.634108,0.581511,266.370905
3,0.605723,13,17,0.647653,10.158167,7.298929,13.027661,0.356368,0.548549,273.77409
2,0.604025,4,10,0.477902,13.831271,3.283586,15.504843,0.882207,0.662019,266.831114
5,0.572955,28,10,0.484383,5.827061,0.701338,16.592911,0.791042,0.316275,100000000.0
4,0.495033,45,12,0.616274,15.145744,6.452217,17.013393,0.3209,0.648298,273.045984
3,0.17463,13,13,0.538094,17.79165,8.481243,8.8953,0.699762,0.309525,273.852182
4,0.206605,27,16,0.701935,7.662969,3.493351,10.4418,0.469284,0.428021,293.697561
3,0.465369,25,12,0.46405,10.355725,8.0759,19.593539,0.436108,0.474003,254.584312
3,0.407522,29,11,0.48883,11.000794,8.605751,18.274121,0.634108,0.587912,273.332402
3,0.353953,20,15,0.359676,10.976449,8.655976,18.27872,0.701373,0.735813,278.315907
2,0.280796,27,14,0.366294,14.69322,6.520169,16.255222,0.679388,0.755227,282.161174
3,0.593478,27,6,0.707718,17.802441,14.928685,11.080198,0.484678,0.646333,273.867719
4,0.596948,4,17,0.66102,7.186246,5.531305,16.329204,0.63351,0.465098,274.173769
3,0.349864,29,16,0.415842,10.546094,8.949173,18.122507,0.503373,0.658229,246.28756
2,0.602422,15,10,0.334193,13.10469,6.519617,9.469645,0.52706,0.334226,277.886244
4,0.290281,17,11,0.385798,10.939902,7.275562,19.130024,0.350826,0.710191,285.029211
3,0.263491,25,12,0.416535,9.474086,9.260988,9.709756,0.548826,0.685759,263.966743
3,0.850272,13,9,0.626183,19.75918,6.139083,6.446119,0.301448,0.335432,275.503366
3,0.083493,16,11,0.236537,10.699107,7.798958,8.326595,0.493868,0.593778,269.005009
4,0.388054,12,12,0.562288,17.619599,11.540522,6.42561,0.831419,0.276918,271.414546
4,0.454704,29,12,0.323143,18.836467,10.913189,10.227044,0.879342,0.254205,260.430042
3,0.231533,11,11,0.416535,11.303509,9.193022,9.760889,0.593256,0.54717,273.694231
1,0.54639,28,11,0.530848,13.32718,7.137016,18.071438,0.561617,0.394161,265.273567
3,0.21949,30,16,0.420555,9.715512,8.389929,9.760889,0.633333,0.744981,275.382008
3,0.430154,31,14,0.395893,10.04551,9.963871,5.762889,0.435333,0.609121,286.530239
